BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,49,25.4,7.8,2.7,6.2,42.8,1.4,3.6,40.2,1.0,1.3,77.3,0.6,2.4,3.0,1.6,1.0,1.0,0.3,2.0,0,0,1.4
Home,27,25.1,8.5,2.8,6.6,42.9,1.8,4.1,43.8,1.0,1.3,77.8,0.7,2.1,2.9,1.7,0.9,0.9,0.5,2.1,0,0,5.9
Road,22,25.8,7.0,2.5,5.9,42.6,1.0,2.8,33.9,1.0,1.4,76.7,0.4,2.8,3.2,1.3,1.1,1.1,0.1,1.7,0,0,-4.1
Wins,34,25.3,8.0,2.7,6.2,43.3,1.6,3.8,42.3,1.1,1.3,80.0,0.6,2.3,2.9,1.5,0.9,1.0,0.4,2.3,0,0,5.0
Losses,15,25.8,7.3,2.7,6.4,41.7,1.0,2.9,34.1,1.0,1.4,71.4,0.5,2.7,3.2,1.6,1.3,1.0,0.1,1.1,0,0,-6.7
October,3,17.6,4.3,1.3,3.3,40.0,0.7,1.0,66.7,1.0,1.3,75.0,0.3,1.7,2.0,2.0,1.7,2.0,0.3,3.0,0,0,-4.7
November,12,23.0,7.0,2.3,4.8,48.3,1.3,3.0,41.7,1.1,1.3,86.7,0.8,1.8,2.6,1.9,1.4,0.8,0.3,1.9,0,0,-0.5
December,16,25.3,7.8,2.7,6.8,39.4,1.3,3.6,36.2,1.1,1.3,81.0,0.5,2.7,3.2,1.7,1.4,0.8,0.3,2.2,0,0,0.9
January,15,28.3,9.9,3.4,7.4,45.9,1.9,4.2,44.4,1.2,1.7,69.2,0.5,2.3,2.8,1.1,0.3,1.2,0.3,1.5,0,0,3.0
February,3,29.0,4.7,1.7,6.0,27.8,1.3,4.7,28.6,0.0,0.0,0.0,0.7,5.3,6.0,1.0,0.3,0.7,0.7,2.3,0,0,10.3
Pre All-Star,49,25.4,7.8,2.7,6.2,42.8,1.4,3.6,40.2,1.0,1.3,77.3,0.6,2.4,3.0,1.6,1.0,1.0,0.3,2.0,0,0,1.4
Starters,13,29.4,10.1,3.5,7.9,43.7,2.3,5.1,45.5,0.8,1.2,73.3,0.5,3.2,3.7,1.1,0.5,1.3,0.2,1.8,0,0,5.8
Bench,36,24.0,7.0,2.4,5.6,42.4,1.1,3.0,37.0,1.1,1.4,78.4,0.6,2.2,2.8,1.7,1.2,0.9,0.3,2.0,0,0,-0.2
0 Days Rest,9,26.5,8.0,2.8,6.2,44.6,1.2,2.6,47.8,1.2,1.8,68.8,0.1,2.7,2.8,2.1,1.8,1.0,0.1,1.7,0,0,-3.1
1 Days Rest,25,25.4,8.5,2.8,6.8,41.8,1.6,4.1,39.8,1.2,1.4,82.9,0.6,2.2,2.8,1.4,0.7,0.9,0.4,1.7,0,0,4.6
2 Days Rest,12,27.1,7.4,2.6,5.8,44.3,1.3,3.5,38.1,0.9,1.3,73.3,0.8,3.1,3.9,1.4,1.0,1.4,0.2,2.7,0,0,0.8
3 Days Rest,1,17.3,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0,0,-22.0
4 Days Rest,1,16.5,6.0,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,0,0,2.0
6+ Days Rest,1,13.8,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0,0,-5.0
