BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,49,31.1,10.1,3.9,8.6,45.2,1.4,3.5,41.8,0.9,1.0,84.0,0.8,2.4,3.2,2.0,0.7,0.9,0.3,1.8,0,0,-2.9
Home,25,32.0,10.4,4.1,9.0,45.3,1.6,3.8,42.1,0.6,0.8,80.0,0.7,2.2,2.9,2.1,0.7,1.2,0.3,1.5,0,0,-1.6
Road,24,30.2,9.7,3.7,8.1,45.1,1.3,3.1,41.3,1.1,1.3,86.7,0.8,2.6,3.4,1.9,0.7,0.5,0.3,2.1,0,0,-4.3
Wins,20,31.6,10.5,4.0,8.3,47.9,1.3,3.0,41.7,1.3,1.5,86.7,0.8,2.6,3.4,2.6,0.6,1.1,0.3,1.4,0,0,5.4
Losses,29,30.8,9.8,3.8,8.8,43.5,1.6,3.8,41.8,0.6,0.7,80.0,0.8,2.3,3.0,1.6,0.8,0.7,0.4,2.1,0,0,-8.7
October,2,26.6,8.0,3.0,8.0,37.5,1.0,3.0,33.3,1.0,1.0,100,0.5,2.5,3.0,0.5,1.0,0.5,0.5,1.0,0,0,-7.5
November,16,30.1,9.7,3.9,8.7,44.6,1.4,3.0,45.8,0.6,0.6,90.0,0.4,2.3,2.8,2.0,0.9,1.0,0.3,2.1,0,0,0.1
December,10,32.6,10.9,4.0,8.3,48.2,1.8,3.6,50.0,1.1,1.4,78.6,0.8,2.2,3.0,1.8,0.6,0.8,0.3,2.2,0,0,-3.0
January,17,32.3,10.4,3.9,9.1,43.5,1.4,4.0,35.3,1.1,1.2,95.0,1.0,2.7,3.7,2.2,0.6,0.8,0.4,1.5,0,0,-3.6
February,4,28.9,9.0,3.8,7.0,53.6,1.3,3.0,41.7,0.3,1.0,25.0,1.0,2.0,3.0,2.3,0.5,0.8,0.3,1.3,0,0,-9.5
Pre All-Star,49,31.1,10.1,3.9,8.6,45.2,1.4,3.5,41.8,0.9,1.0,84.0,0.8,2.4,3.2,2.0,0.7,0.9,0.3,1.8,0,0,-2.9
Starters,46,31.2,10.3,3.9,8.7,45.4,1.5,3.5,42.5,0.9,1.1,84.0,0.8,2.3,3.1,1.9,0.7,0.9,0.3,1.8,0,0,-3.5
Bench,3,29.4,7.0,3.0,7.0,42.9,1.0,3.3,30.0,0.0,0.0,0.0,0.7,4.0,4.7,3.3,0.3,0.3,0.3,1.3,0,0,5.7
0 Days Rest,10,28.3,9.3,3.7,8.4,44.0,1.4,3.8,36.8,0.5,0.6,83.3,0.3,2.5,2.8,1.9,0.7,0.9,0.2,1.9,0,0,-7.3
1 Days Rest,27,32.0,10.2,3.9,8.4,46.0,1.5,3.3,45.6,1.0,1.1,89.7,0.9,2.3,3.2,2.4,0.5,0.9,0.4,1.9,0,0,-1.2
2 Days Rest,8,32.8,10.8,4.1,9.5,43.4,1.5,3.9,38.7,1.0,1.5,66.7,0.8,2.3,3.0,1.4,1.0,0.9,0.3,1.6,0,0,-3.4
3 Days Rest,1,33.6,16.0,6.0,11.0,54.5,2.0,4.0,50.0,2.0,2.0,100,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0,0,4.0
4 Days Rest,1,19.6,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0,0,-19.0
5 Days Rest,1,29.7,9.0,4.0,7.0,57.1,1.0,1.0,100,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2.0,0.0,0.0,1.0,0,0,16.0
6+ Days Rest,1,33.8,14.0,6.0,11.0,54.5,1.0,4.0,25.0,1.0,1.0,100,1.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0,0,-12.0
