,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"JAN 16, 2017 - BOS vs. CHA",W,33,5,2,9,22.2,1,6,16.7,0,0,0.0,0,3,3,3,2,0,2,2,12,2017-01-16 00:00:00,CHA,HOME
1,"JAN 06, 2017 - BOS vs. PHI",W,36,26,10,24,41.7,6,11,54.5,0,0,0.0,2,7,9,2,1,0,0,1,7,2017-01-06 00:00:00,PHI,HOME
2,"JAN 03, 2017 - BOS vs. UTA",W,36,14,4,7,57.1,2,4,50.0,4,4,100.0,0,3,3,2,0,0,3,3,12,2017-01-03 00:00:00,UTA,HOME
3,"DEC 29, 2016 - BOS @ CLE",L,30,23,10,21,47.6,3,10,30.0,0,0,0.0,0,3,3,0,4,0,4,3,-19,2016-12-29 00:00:00,CLE,AWAY
4,"DEC 27, 2016 - BOS vs. MEM",W,34,23,10,17,58.8,1,3,33.3,2,3,66.7,2,5,7,4,2,1,1,4,5,2016-12-27 00:00:00,MEM,HOME
5,"DEC 25, 2016 - BOS @ NYK",W,32,11,5,12,41.7,1,1,100.0,0,0,0.0,0,6,6,2,3,0,1,2,-6,2016-12-25 00:00:00,NYK,AWAY
6,"DEC 23, 2016 - BOS vs. OKC",L,36,16,6,16,37.5,1,5,20.0,3,6,50.0,2,4,6,1,0,0,1,3,-5,2016-12-23 00:00:00,OKC,HOME
7,"DEC 22, 2016 - BOS @ IND",W,31,15,6,13,46.2,0,3,0.0,3,3,100.0,1,4,5,0,3,0,2,4,1,2016-12-22 00:00:00,IND,AWAY
8,"DEC 20, 2016 - BOS @ MEM",W,38,16,5,8,62.5,1,3,33.3,5,6,83.3,0,3,3,3,1,1,1,5,11,2016-12-20 00:00:00,MEM,AWAY
9,"DEC 18, 2016 - BOS @ MIA",W,34,20,9,16,56.3,2,4,50.0,0,0,0.0,1,4,5,0,1,0,2,3,11,2016-12-18 00:00:00,MIA,AWAY
10,"DEC 16, 2016 - BOS vs. CHA",W,31,12,5,14,35.7,2,6,33.3,0,0,0.0,1,6,7,2,1,0,1,3,7,2016-12-16 00:00:00,CHA,HOME
11,"DEC 14, 2016 - BOS @ SAS",L,35,25,10,16,62.5,3,6,50.0,2,2,100.0,1,9,10,6,3,0,3,2,-4,2016-12-14 00:00:00,SAS,AWAY
12,"DEC 11, 2016 - BOS @ OKC",L,35,18,8,18,44.4,2,4,50.0,0,1,0.0,1,3,4,2,3,0,4,2,-12,2016-12-11 00:00:00,OKC,AWAY
13,"DEC 09, 2016 - BOS vs. TOR",L,34,19,7,11,63.6,5,7,71.4,0,0,0.0,0,5,5,2,0,0,4,5,-13,2016-12-09 00:00:00,TOR,HOME
14,"DEC 07, 2016 - BOS @ ORL",W,33,23,7,14,50.0,3,5,60.0,6,7,85.7,0,4,4,3,1,1,1,1,24,2016-12-07 00:00:00,ORL,AWAY
15,"DEC 05, 2016 - BOS @ HOU",L,35,16,8,16,50.0,0,2,0.0,0,0,0.0,2,8,10,1,1,0,1,5,1,2016-12-05 00:00:00,HOU,AWAY
16,"DEC 03, 2016 - BOS @ PHI",W,32,20,9,16,56.3,1,6,16.7,1,2,50.0,2,7,9,2,1,0,1,1,-7,2016-12-03 00:00:00,PHI,AWAY
17,"DEC 02, 2016 - BOS vs. SAC",W,35,15,6,13,46.2,2,4,50.0,1,1,100.0,2,7,9,2,2,0,1,1,2,2016-12-02 00:00:00,SAC,HOME
18,"NOV 30, 2016 - BOS vs. DET",L,36,14,4,12,33.3,4,8,50.0,2,2,100.0,0,6,6,0,1,0,1,1,-9,2016-11-30 00:00:00,DET,HOME
