DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,10.8,44.8,100%,45.5,-0.7
3 Pointers,1.2,3.6,33.0,33.8%,35.3,-2.3
2 Pointers,3.6,7.1,50.8,66.2%,50.5,0.3
Less Than 6 Ft,2.1,3.3,64.0,30.5%,61.4,2.6
Less Than 10 Ft,2.6,4.6,57.1,42.9%,56.3,0.8
Greater Than 15 Ft,1.9,5.4,35.1,49.8%,36.8,-1.7
