BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,47,20.2,7.4,2.9,5.7,50.8,0.8,1.8,42.4,0.9,1.1,77.4,1.3,2.5,3.8,1.4,0.9,0.5,0.7,1.7,0,0,-1.9
Home,24,19.5,6.5,2.4,5.1,46.3,0.6,1.5,38.9,1.2,1.4,82.4,1.4,2.5,3.9,1.3,1.0,0.5,0.6,1.7,0,0,-1.3
Road,23,20.9,8.3,3.4,6.2,54.5,1.0,2.1,44.9,0.6,0.8,68.4,1.2,2.5,3.7,1.5,0.8,0.5,0.7,1.6,0,0,-2.5
Wins,27,20.0,8.0,3.1,5.7,53.9,0.7,1.7,40.4,1.1,1.4,76.9,1.3,2.7,4.0,1.5,0.7,0.5,0.8,1.6,0,0,1.9
Losses,20,20.5,6.6,2.6,5.6,46.4,0.9,1.9,44.7,0.6,0.7,78.6,1.3,2.3,3.5,1.3,1.2,0.5,0.6,1.8,0,0,-7.0
October,3,22.5,11.0,4.0,6.0,66.7,0.3,1.3,25.0,2.7,3.3,80.0,1.3,2.3,3.7,1.0,0.0,1.0,1.7,2.0,0,0,5.0
November,16,21.7,8.1,3.2,6.1,52.0,0.8,1.9,43.3,0.9,1.3,75.0,1.4,3.1,4.4,1.6,1.3,0.4,0.5,1.6,0,0,0.8
December,14,20.1,7.2,2.9,5.8,50.6,0.9,1.9,46.2,0.5,0.7,70.0,1.2,2.0,3.2,1.9,0.9,0.6,0.6,1.8,0,0,-7.9
January,9,17.6,5.4,2.1,5.0,42.2,0.8,1.6,50.0,0.4,0.4,100,1.3,2.0,3.3,0.8,0.2,0.6,0.7,1.3,0,0,2.2
February,5,19.0,6.8,2.4,4.8,50.0,0.6,2.2,27.3,1.4,1.8,77.8,1.0,3.0,4.0,1.0,1.4,0.4,1.0,1.8,0,0,-5.0
Pre All-Star,47,20.2,7.4,2.9,5.7,50.8,0.8,1.8,42.4,0.9,1.1,77.4,1.3,2.5,3.8,1.4,0.9,0.5,0.7,1.7,0,0,-1.9
Starters,3,29.0,7.7,3.0,7.7,39.1,0.7,2.0,33.3,1.0,1.3,75.0,1.0,3.0,4.0,2.0,2.7,0.7,1.3,1.0,0,0,-5.7
Bench,44,19.6,7.4,2.9,5.5,51.9,0.8,1.8,43.0,0.9,1.1,77.6,1.3,2.5,3.8,1.4,0.8,0.5,0.6,1.7,0,0,-1.6
0 Days Rest,9,21.5,9.0,3.6,6.8,52.5,0.9,2.1,42.1,1.0,1.3,75.0,2.0,2.6,4.6,1.1,1.4,0.6,0.7,1.7,0,0,-5.3
1 Days Rest,26,19.9,7.0,2.7,5.2,51.1,0.7,1.6,40.5,1.0,1.3,81.8,0.9,2.7,3.6,1.2,0.9,0.5,0.6,1.7,0,0,-0.3
2 Days Rest,9,19.5,6.8,2.8,5.7,49.0,0.9,2.1,42.1,0.3,0.7,50.0,1.7,1.9,3.6,2.2,0.7,0.6,0.6,1.7,0,0,-2.0
3 Days Rest,1,23.9,6.0,3.0,8.0,37.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,0.0,1.0,2.0,0,0,-15.0
6+ Days Rest,2,19.7,8.5,3.0,5.5,54.5,1.5,2.0,75.0,1.0,1.0,100,1.0,2.0,3.0,1.5,0.0,1.0,2.5,1.5,0,0,1.0
