BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,17,4.5,1.4,0.5,1.3,40.9,0.2,0.4,66.7,0.1,0.6,20.0,0.3,0.9,1.2,0.1,0.2,0.0,0.4,0.6,0,0,1.8
Home,9,4.7,0.6,0.2,1.2,18.2,0.1,0.2,50.0,0.0,0.7,0.0,0.2,1.1,1.3,0.2,0.0,0.0,0.6,0.7,0,0,1.3
Road,8,4.3,2.4,0.9,1.4,63.6,0.4,0.5,75.0,0.3,0.5,50.0,0.4,0.6,1.0,0.0,0.4,0.0,0.1,0.5,0,0,2.3
Wins,3,7.2,1.7,0.7,2.7,25.0,0.3,0.7,50.0,0.0,0.7,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.7,1.7,0,0,3.0
Losses,14,3.9,1.4,0.5,1.0,50.0,0.2,0.3,75.0,0.1,0.6,25.0,0.4,0.8,1.1,0.1,0.2,0.0,0.3,0.4,0,0,1.5
October,1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,6.0
November,6,3.8,1.5,0.5,1.2,42.9,0.2,0.2,100,0.3,0.7,50.0,0.7,0.7,1.3,0.2,0.0,0.0,0.3,0.2,0,0,1.7
December,10,5.3,1.5,0.6,1.5,40.0,0.3,0.5,60.0,0.0,0.6,0.0,0.1,1.1,1.2,0.0,0.3,0.0,0.4,0.9,0,0,1.4
Pre All-Star,17,4.5,1.4,0.5,1.3,40.9,0.2,0.4,66.7,0.1,0.6,20.0,0.3,0.9,1.2,0.1,0.2,0.0,0.4,0.6,0,0,1.8
Bench,17,4.5,1.4,0.5,1.3,40.9,0.2,0.4,66.7,0.1,0.6,20.0,0.3,0.9,1.2,0.1,0.2,0.0,0.4,0.6,0,0,1.8
0 Days Rest,1,5.3,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,9.0
1 Days Rest,6,5.5,1.0,0.3,1.3,25.0,0.3,0.5,66.7,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0,0.5,1.3,0,0,1.5
2 Days Rest,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.0
3 Days Rest,3,6.8,0.7,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.3,0,0,-0.3
4 Days Rest,2,4.8,4.5,1.5,3.0,50.0,0.5,0.5,100,1.0,1.0,100,2.0,0.5,2.5,0.5,0.0,0.0,0.0,0.5,0,0,4.0
6+ Days Rest,4,1.1,0.5,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0,0,2.8
