BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,30.8,13.7,4.5,10.8,42.1,2.7,6.8,40.1,1.9,2.2,86.2,1.6,3.4,5.0,1.0,0.9,0.5,0.2,2.1,2,0,5.7
Home,25,29.6,10.5,3.6,9.7,37.2,1.8,5.9,30.6,1.5,2.0,77.6,1.6,3.3,4.9,1.1,0.6,0.3,0.2,2.0,2,0,7.7
Road,28,31.8,16.5,5.4,11.8,45.8,3.5,7.6,46.7,2.2,2.4,92.5,1.6,3.5,5.1,0.8,1.1,0.7,0.2,2.1,0,0,3.9
Wins,37,30.7,13.7,4.5,10.4,43.5,2.6,6.4,39.9,2.1,2.4,86.5,1.7,3.7,5.4,1.0,0.8,0.5,0.2,1.9,2,0,10.2
Losses,16,31.0,13.6,4.6,11.6,39.2,3.1,7.6,40.5,1.4,1.7,85.2,1.4,2.8,4.2,0.9,1.0,0.4,0.1,2.6,0,0,-4.7
October,3,30.3,11.0,4.7,10.0,46.7,1.0,3.3,30.0,0.7,0.7,100,2.0,5.7,7.7,0.3,1.0,0.7,0.0,1.7,1,0,-1.7
November,15,30.8,12.6,4.3,11.1,39.2,2.8,6.6,42.4,1.1,1.3,85.0,1.9,3.1,5.0,1.1,1.1,0.3,0.1,1.7,0,0,4.9
December,17,30.5,16.1,5.2,11.4,45.6,3.1,7.5,40.9,2.7,3.0,90.2,1.5,3.9,5.4,0.8,0.8,0.5,0.5,2.2,0,0,11.0
January,14,30.8,14.2,4.5,10.4,43.2,2.9,7.1,41.0,2.3,2.7,84.2,1.5,3.0,4.5,1.0,0.8,0.9,0.1,2.3,1,0,1.6
February,4,32.5,7.8,2.8,9.3,29.7,1.5,5.8,26.1,0.8,1.3,60.0,1.3,2.3,3.5,1.3,0.5,0.3,0.0,2.8,0,0,6.0
Pre All-Star,53,30.8,13.7,4.5,10.8,42.1,2.7,6.8,40.1,1.9,2.2,86.2,1.6,3.4,5.0,1.0,0.9,0.5,0.2,2.1,2,0,5.7
Starters,53,30.8,13.7,4.5,10.8,42.1,2.7,6.8,40.1,1.9,2.2,86.2,1.6,3.4,5.0,1.0,0.9,0.5,0.2,2.1,2,0,5.7
0 Days Rest,11,31.8,16.2,5.3,11.5,46.0,3.5,8.2,43.3,2.1,2.5,82.1,1.7,3.9,5.6,0.8,0.8,0.7,0.5,2.3,0,0,11.0
1 Days Rest,31,31.2,14.6,4.8,11.0,43.6,2.8,6.7,42.0,2.2,2.5,87.0,1.6,3.4,5.0,1.0,1.0,0.5,0.1,2.1,2,0,4.9
2 Days Rest,8,30.5,9.5,3.3,10.1,32.1,1.9,6.5,28.8,1.1,1.3,90.0,1.5,3.0,4.5,1.1,0.9,0.3,0.1,2.5,0,0,4.4
3 Days Rest,1,27.8,6.0,2.0,7.0,28.6,1.0,2.0,50.0,1.0,1.0,100,3.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0,0,5.0
4 Days Rest,2,21.9,7.0,3.0,8.0,37.5,1.0,4.0,25.0,0.0,0.0,0.0,0.5,4.0,4.5,0.5,0.0,1.0,0.0,0.5,0,0,-5.0
