DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.2,12.8,40.9,100%,47.3,-6.4
3 Pointers,0.8,2.3,36.6,17.9%,35.4,1.2
2 Pointers,4.4,10.5,41.8,82.1%,51.1,-9.2
Less Than 6 Ft,2.6,6.0,43.9,47.2%,61.4,-17.6
Less Than 10 Ft,3.3,7.7,43.3,60.1%,56.5,-13.2
Greater Than 15 Ft,1.6,4.1,37.5,32.3%,37.5,0.0
