BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,45,18.4,4.8,2.1,4.6,45.1,0.3,1.2,26.8,0.3,0.4,83.3,0.5,1.4,2.0,2.2,1.4,0.3,0.0,1.3,0,0,1.5
Home,26,18.2,4.0,1.7,4.5,38.1,0.2,1.2,12.9,0.4,0.5,83.3,0.6,1.4,2.0,2.4,1.3,0.2,0.0,1.2,0,0,0.9
Road,19,18.6,5.9,2.5,4.6,54.5,0.6,1.3,44.0,0.3,0.3,83.3,0.4,1.5,1.9,1.9,1.4,0.4,0.1,1.4,0,0,2.4
Wins,28,18.8,5.1,2.2,4.8,45.2,0.3,1.2,26.5,0.5,0.6,81.3,0.6,1.5,2.1,2.6,1.2,0.3,0.0,1.2,0,0,5.9
Losses,17,17.7,4.2,1.9,4.2,45.1,0.4,1.3,27.3,0.1,0.1,100,0.5,1.4,1.8,1.5,1.6,0.3,0.1,1.4,0,0,-5.6
October,3,23.1,0.7,0.3,3.7,9.1,0.0,1.3,0.0,0.0,0.0,0.0,0.7,1.7,2.3,0.7,2.0,0.0,0.0,2.0,0,0,-1.3
November,7,19.0,5.0,2.0,4.0,50.0,0.4,1.6,27.3,0.6,0.7,80.0,0.6,1.4,2.0,2.0,0.7,0.4,0.0,2.0,0,0,4.6
December,15,21.2,5.4,2.3,5.0,46.7,0.5,1.2,38.9,0.3,0.3,100,0.7,1.9,2.6,2.9,2.1,0.1,0.1,1.0,0,0,1.7
January,15,15.2,5.7,2.5,5.1,48.7,0.3,1.3,26.3,0.5,0.6,77.8,0.4,1.0,1.4,2.1,0.7,0.3,0.1,1.1,0,0,1.5
February,5,15.9,2.4,1.2,3.2,37.5,0.0,0.8,0.0,0.0,0.0,0.0,0.4,1.2,1.6,1.8,1.8,0.6,0.0,1.2,0,0,-1.2
Pre All-Star,45,18.4,4.8,2.1,4.6,45.1,0.3,1.2,26.8,0.3,0.4,83.3,0.5,1.4,2.0,2.2,1.4,0.3,0.0,1.3,0,0,1.5
Starters,21,21.2,4.2,1.9,4.6,40.6,0.3,1.4,23.3,0.2,0.2,100,0.7,1.9,2.6,2.5,2.0,0.2,0.0,1.5,0,0,2.8
Bench,24,15.9,5.3,2.3,4.6,49.1,0.3,1.1,30.8,0.5,0.6,78.6,0.4,1.0,1.4,2.0,0.8,0.3,0.0,1.1,0,0,0.5
0 Days Rest,9,19.4,7.8,3.3,6.0,55.6,0.7,1.8,37.5,0.4,0.6,80.0,0.4,1.6,2.0,2.7,1.1,0.2,0.2,1.1,0,0,0.8
1 Days Rest,23,16.9,4.0,1.8,4.1,43.2,0.2,1.0,17.4,0.2,0.3,83.3,0.6,1.6,2.1,2.0,1.3,0.2,0.0,1.0,0,0,-0.1
2 Days Rest,7,18.2,4.1,1.4,3.1,45.5,0.4,1.0,42.9,0.9,1.0,85.7,0.4,1.4,1.9,2.4,1.1,0.3,0.0,1.0,0,0,5.4
3 Days Rest,4,21.1,4.5,2.0,5.8,34.8,0.5,1.8,28.6,0.0,0.0,0.0,0.5,0.8,1.3,2.8,2.8,0.5,0.0,2.0,0,0,8.0
5 Days Rest,1,32.2,2.0,1.0,8.0,12.5,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,5.0,0,0,1.0
6+ Days Rest,1,20.5,6.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0,-7.0
