BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,28.3,9.7,4.4,8.9,49.5,0.0,0.0,0.0,0.9,1.3,67.1,3.4,3.6,6.9,0.9,1.0,0.2,1.6,1.9,6,0,0.4
Home,26,28.7,9.2,4.2,8.8,47.8,0.0,0.0,0.0,0.8,1.1,75.9,3.5,3.7,7.2,0.9,1.0,0.2,1.7,1.7,2,0,0.2
Road,27,27.9,10.2,4.6,9.1,51.0,0.0,0.0,0.0,0.9,1.5,61.0,3.3,3.5,6.7,1.0,1.0,0.2,1.5,2.0,4,0,0.6
Wins,26,28.2,10.3,4.7,9.8,48.2,0.0,0.0,0.0,0.8,1.2,70.0,3.5,3.8,7.3,0.9,0.7,0.1,1.4,2.0,4,0,7.1
Losses,27,28.3,9.2,4.1,8.1,50.9,0.0,0.0,0.0,1.0,1.5,65.0,3.2,3.3,6.6,1.0,1.3,0.3,1.8,1.8,2,0,-6.0
October,3,21.9,8.0,3.0,6.7,45.0,0.0,0.0,0.0,2.0,2.7,75.0,3.3,3.0,6.3,1.7,0.3,0.0,1.3,2.0,0,0,7.7
November,14,29.4,10.1,4.8,10.7,44.7,0.0,0.1,0.0,0.6,0.8,72.7,3.9,4.2,8.1,0.6,0.8,0.2,2.1,2.0,4,0,4.1
December,17,28.6,9.1,4.1,7.6,53.8,0.0,0.0,0.0,0.8,1.4,60.9,3.3,3.6,6.9,0.8,1.5,0.2,1.4,1.7,1,0,-1.8
January,15,27.6,9.3,4.2,8.5,49.6,0.0,0.0,0.0,0.9,1.3,70.0,2.8,3.1,5.9,1.0,0.8,0.1,1.5,1.8,0,0,-4.8
February,4,30.5,13.8,6.3,11.5,54.3,0.0,0.0,0.0,1.3,2.0,62.5,4.0,3.3,7.3,2.0,0.8,0.5,0.8,2.3,1,0,11.0
Pre All-Star,53,28.3,9.7,4.4,8.9,49.5,0.0,0.0,0.0,0.9,1.3,67.1,3.4,3.6,6.9,0.9,1.0,0.2,1.6,1.9,6,0,0.4
Starters,53,28.3,9.7,4.4,8.9,49.5,0.0,0.0,0.0,0.9,1.3,67.1,3.4,3.6,6.9,0.9,1.0,0.2,1.6,1.9,6,0,0.4
0 Days Rest,12,30.8,10.7,4.8,9.9,48.7,0.0,0.0,0.0,1.0,1.9,52.2,4.1,4.1,8.2,1.0,1.5,0.3,1.5,1.8,2,0,-3.3
1 Days Rest,30,27.6,8.8,4.0,8.3,47.6,0.0,0.0,0.0,0.8,1.1,73.5,3.3,3.5,6.8,1.0,0.8,0.1,1.6,1.7,3,0,-1.4
2 Days Rest,9,26.9,11.8,5.6,9.3,59.5,0.0,0.1,0.0,0.7,0.8,85.7,2.3,3.1,5.4,0.6,0.9,0.2,1.2,2.2,1,0,9.8
4 Days Rest,1,32.3,10.0,4.0,12.0,33.3,0.0,0.0,0.0,2.0,2.0,100,4.0,5.0,9.0,1.0,2.0,1.0,8.0,3.0,0,0,9.0
6+ Days Rest,1,27.5,8.0,3.0,8.0,37.5,0.0,0.0,0.0,2.0,4.0,50.0,6.0,2.0,8.0,1.0,1.0,0.0,0.0,2.0,0,0,5.0
