DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.7,16.5,40.3,100%,45.6,-5.3
3 Pointers,1.5,4.9,30.7,29.8%,35.1,-4.4
2 Pointers,5.1,11.6,44.4,70.2%,49.9,-5.5
Less Than 6 Ft,2.8,5.7,48.7,34.5%,60.5,-11.7
Less Than 10 Ft,3.6,7.8,46.1,47.2%,55.5,-9.5
Greater Than 15 Ft,2.5,7.6,33.2,46.1%,37.0,-3.8
