BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,27,16.0,7.2,2.7,5.7,47.7,1.5,2.9,50.6,0.3,0.4,90.0,0.7,2.1,2.8,1.1,1.1,0.3,0.6,2.1,0,0,-0.6
Home,12,15.5,8.8,3.3,5.9,54.9,1.8,3.3,52.5,0.5,0.5,100,0.5,2.6,3.1,0.5,0.8,0.3,0.6,2.2,0,0,0.9
Road,15,16.4,6.0,2.3,5.5,41.5,1.3,2.6,48.7,0.2,0.3,75.0,0.9,1.7,2.6,1.5,1.3,0.3,0.5,2.1,0,0,-1.9
Wins,11,16.6,6.6,2.5,5.5,44.3,1.3,2.7,46.7,0.5,0.5,100,0.5,2.3,2.8,1.3,0.5,0.4,0.5,2.0,0,0,-0.4
Losses,16,15.5,7.6,2.9,5.8,50.0,1.6,3.1,53.1,0.3,0.3,80.0,0.8,2.0,2.8,0.9,1.4,0.3,0.6,2.3,0,0,-0.8
November,5,14.3,5.2,2.0,5.6,35.7,1.2,3.0,40.0,0.0,0.0,0.0,0.2,1.4,1.6,0.6,0.6,0.2,0.0,1.6,0,0,-0.2
December,9,13.1,4.3,1.7,3.1,53.6,0.8,1.4,53.8,0.2,0.2,100,0.4,1.4,1.9,1.3,1.4,0.2,0.4,2.2,0,0,-2.2
January,9,18.6,9.9,3.7,6.8,54.1,2.0,3.6,56.3,0.6,0.7,83.3,1.2,2.8,4.0,1.0,1.0,0.4,0.8,2.6,0,0,0.8
February,4,18.7,10.3,3.8,9.0,41.7,2.3,4.8,47.4,0.5,0.5,100,0.8,3.0,3.8,1.3,1.0,0.3,1.0,1.8,0,0,-0.8
Pre All-Star,27,16.0,7.2,2.7,5.7,47.7,1.5,2.9,50.6,0.3,0.4,90.0,0.7,2.1,2.8,1.1,1.1,0.3,0.6,2.1,0,0,-0.6
Starters,5,18.1,7.2,2.8,5.2,53.8,1.4,2.6,53.8,0.2,0.2,100,0.6,1.8,2.4,1.8,1.0,0.4,0.4,1.8,0,0,-4.4
Bench,22,15.5,7.2,2.7,5.8,46.5,1.5,3.0,50.0,0.4,0.4,88.9,0.7,2.2,2.9,0.9,1.1,0.3,0.6,2.2,0,0,0.2
0 Days Rest,4,17.1,8.3,2.8,6.3,44.0,2.3,4.3,52.9,0.5,0.5,100,0.3,3.0,3.3,2.3,1.3,0.0,1.0,2.8,0,0,-1.3
1 Days Rest,14,17.3,7.4,2.7,5.8,46.9,1.5,2.7,55.3,0.4,0.4,100,0.8,2.1,2.9,0.9,1.1,0.4,0.2,2.1,0,0,-2.4
2 Days Rest,2,20.7,8.5,3.5,8.0,43.8,1.0,3.5,28.6,0.5,1.0,50.0,2.0,2.5,4.5,2.5,2.0,1.0,2.5,2.0,0,0,5.0
4 Days Rest,2,6.7,4.0,2.0,2.5,80.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.5,0.0,1.0,1.5,0,0,-1.5
5 Days Rest,1,10.8,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0,0,0,-2.0
6+ Days Rest,4,14.0,7.3,2.8,5.5,50.0,1.8,3.5,50.0,0.0,0.0,0.0,0.3,1.8,2.0,0.3,0.5,0.3,0.3,1.5,0,0,4.3
