DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.5,3.5,41.9,100%,43.6,-1.7
3 Pointers,0.4,1.6,27.3,44.6%,37.2,-9.9
2 Pointers,1.1,1.9,53.7,55.4%,48.1,5.6
Less Than 6 Ft,0.5,0.7,78.6,18.9%,61.2,17.4
Less Than 10 Ft,0.6,0.8,70.6,23.0%,55.1,15.5
Greater Than 15 Ft,0.8,2.2,34.0,63.5%,38.5,-4.5
