BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,55,24.3,18.3,5.5,12.6,43.8,2.0,5.4,37.7,5.2,5.9,88.3,0.2,2.1,2.3,3.1,2.1,1.1,0.2,1.1,0,0,0.3
Home,25,24.4,18.8,5.9,13.2,44.5,2.3,5.6,41.1,4.7,5.4,87.4,0.2,2.4,2.6,3.4,2.0,0.9,0.2,1.2,0,0,4.2
Road,30,24.2,17.9,5.2,12.1,43.1,1.8,5.2,34.6,5.6,6.3,88.9,0.2,1.8,2.1,3.0,2.1,1.2,0.2,1.1,0,0,-3.0
Wins,18,23.3,17.4,5.3,12.1,44.2,2.0,5.2,38.7,4.8,5.4,88.7,0.2,2.2,2.4,3.4,1.9,1.4,0.2,0.7,0,0,8.5
Losses,37,24.8,18.7,5.6,12.9,43.6,2.1,5.5,37.3,5.4,6.2,88.2,0.3,2.0,2.3,3.0,2.1,0.9,0.2,1.4,0,0,-3.7
October,3,20.4,12.0,3.3,8.0,41.7,1.7,3.3,50.0,3.7,4.3,84.6,0.0,0.3,0.3,3.3,1.3,1.7,0.0,1.0,0,0,6.0
November,17,24.4,17.5,5.8,12.7,45.4,1.9,4.9,38.1,4.1,4.9,83.1,0.3,2.4,2.6,3.5,2.1,1.2,0.1,0.9,0,0,4.5
December,16,26.6,21.0,6.0,13.9,43.2,1.9,5.5,34.1,7.1,7.9,89.8,0.3,2.2,2.4,2.9,2.6,1.3,0.3,1.4,0,0,-2.3
January,15,22.7,17.5,5.4,12.3,43.8,2.5,5.9,42.0,4.3,4.7,90.1,0.2,2.1,2.3,2.9,1.5,0.6,0.1,1.1,0,0,-1.9
February,4,23.1,18.8,4.8,11.8,40.4,2.0,6.8,29.6,7.3,7.8,93.5,0.3,2.0,2.3,3.5,2.5,0.8,0.3,1.3,0,0,-3.8
Pre All-Star,55,24.3,18.3,5.5,12.6,43.8,2.0,5.4,37.7,5.2,5.9,88.3,0.2,2.1,2.3,3.1,2.1,1.1,0.2,1.1,0,0,0.3
Starters,1,22.3,13.0,4.0,12.0,33.3,2.0,5.0,40.0,3.0,4.0,75.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0,0,-10.0
Bench,54,24.3,18.4,5.6,12.6,44.0,2.0,5.4,37.7,5.3,5.9,88.5,0.2,2.1,2.3,3.2,2.1,1.1,0.2,1.1,0,0,0.5
0 Days Rest,12,24.5,19.9,5.6,12.8,43.8,2.3,5.4,41.5,6.5,7.5,86.7,0.1,2.8,2.8,2.9,1.6,0.8,0.3,1.0,0,0,-1.8
1 Days Rest,35,24.2,17.3,5.4,12.7,42.4,1.7,5.3,32.8,4.9,5.5,89.0,0.3,1.9,2.1,3.0,2.3,1.0,0.1,1.2,0,0,-0.3
2 Days Rest,6,25.9,21.3,6.7,13.7,48.8,3.0,6.2,48.6,5.0,5.7,88.2,0.3,2.0,2.3,4.0,2.0,1.5,0.3,1.5,0,0,4.7
4 Days Rest,2,19.3,16.5,4.5,8.0,56.3,3.0,4.5,66.7,4.5,5.0,90.0,0.5,2.0,2.5,4.5,1.0,2.5,0.0,0.0,0,0,9.0
