DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.4,2.9,46.9,100%,42.9,4.0
3 Pointers,0.4,0.9,40.0,31.3%,35.6,4.4
2 Pointers,1.0,2.0,50.0,68.8%,47.9,2.1
Less Than 6 Ft,0.5,0.6,83.3,18.8%,63.4,19.9
Less Than 10 Ft,0.6,0.8,66.7,28.1%,53.2,13.5
Greater Than 15 Ft,0.6,1.7,36.8,59.4%,36.7,0.1
