DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.9,7.4,38.6,100%,43.4,-4.8
3 Pointers,1.0,3.5,28.7,47.1%,35.0,-6.4
2 Pointers,1.9,3.9,47.4,52.9%,48.6,-1.2
Less Than 6 Ft,0.6,1.1,57.7,14.3%,60.8,-3.1
Less Than 10 Ft,0.8,1.6,48.7,21.5%,55.5,-6.8
Greater Than 15 Ft,1.7,5.1,33.3,68.6%,36.7,-3.3
