DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.9,6.6,44.2,100%,45.6,-1.4
3 Pointers,0.4,1.7,25.4,26.4%,35.3,-10.0
2 Pointers,2.5,4.8,51.0,73.6%,50.1,0.9
Less Than 6 Ft,1.1,1.9,59.2,28.3%,60.9,-1.7
Less Than 10 Ft,1.8,3.0,59.5,45.0%,55.8,3.7
Greater Than 15 Ft,0.9,3.0,29.6,46.5%,36.4,-6.8
