DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,6.5,47.0,100%,44.0,3.0
3 Pointers,1.3,2.8,44.8,43.4%,36.3,8.5
2 Pointers,1.8,3.7,48.7,56.6%,48.5,0.2
Less Than 6 Ft,0.8,1.3,60.6,19.8%,58.6,2.0
Less Than 10 Ft,1.0,1.8,54.9,27.2%,54.1,0.8
Greater Than 15 Ft,1.8,4.2,43.7,64.4%,37.8,5.9
