BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,38,16.2,5.8,2.2,5.4,40.6,0.7,2.2,30.5,0.8,1.0,76.3,0.2,1.0,1.2,0.8,0.7,0.4,0.1,1.2,0,0,-2.1
Home,21,14.3,6.0,2.2,4.8,45.5,0.8,2.0,39.0,0.9,1.0,90.0,0.2,0.9,1.0,0.6,0.8,0.2,0.1,1.0,0,0,-3.3
Road,17,18.6,5.6,2.2,6.2,35.8,0.5,2.4,22.0,0.6,1.1,61.1,0.2,1.1,1.4,0.9,0.7,0.8,0.1,1.5,0,0,-0.6
Wins,17,15.6,6.6,2.5,5.7,43.3,0.8,2.5,32.6,0.8,1.0,82.4,0.2,1.0,1.2,0.5,0.6,0.5,0.1,1.1,0,0,1.8
Losses,21,16.7,5.2,2.0,5.2,38.2,0.5,1.9,28.2,0.7,1.0,71.4,0.2,1.0,1.2,1.0,0.8,0.4,0.1,1.4,0,0,-5.2
October,4,17.6,10.3,4.0,8.0,50.0,0.8,2.0,37.5,1.5,2.0,75.0,0.3,0.8,1.0,1.0,1.0,0.0,0.3,1.5,0,0,-2.0
November,11,14.7,5.0,2.0,4.8,41.5,0.5,1.7,31.6,0.5,0.5,83.3,0.2,1.3,1.5,0.5,0.7,0.4,0.1,1.0,0,0,-1.1
December,12,18.5,5.6,2.1,5.8,36.2,0.6,2.5,23.3,0.8,1.2,71.4,0.3,1.2,1.4,0.7,0.8,0.8,0.1,1.5,0,0,-2.8
January,7,7.5,1.7,0.7,2.4,29.4,0.3,1.1,25.0,0.0,0.0,0.0,0.1,0.4,0.6,0.7,0.4,0.1,0.0,0.6,0,0,-1.6
February,4,27.5,11.8,4.0,9.0,44.4,1.8,4.3,41.2,2.0,2.5,80.0,0.3,0.8,1.0,1.5,0.8,0.8,0.0,2.0,0,0,-4.0
Pre All-Star,38,16.2,5.8,2.2,5.4,40.6,0.7,2.2,30.5,0.8,1.0,76.3,0.2,1.0,1.2,0.8,0.7,0.4,0.1,1.2,0,0,-2.1
Starters,17,19.0,6.1,2.1,5.9,36.0,0.8,2.7,28.3,1.1,1.4,75.0,0.2,1.0,1.2,0.8,0.7,0.7,0.1,1.5,0,0,-4.4
Bench,21,14.0,5.7,2.3,5.1,44.9,0.6,1.7,33.3,0.5,0.7,78.6,0.2,1.0,1.1,0.8,0.8,0.2,0.1,1.0,0,0,-0.3
0 Days Rest,6,17.9,5.0,1.5,5.2,29.0,0.3,2.2,15.4,1.7,2.3,71.4,0.5,0.8,1.3,0.7,0.7,1.2,0.0,0.8,0,0,-6.2
1 Days Rest,17,16.3,6.2,2.4,5.6,43.2,0.7,1.9,37.5,0.6,0.8,78.6,0.2,1.1,1.2,0.7,0.8,0.4,0.1,1.5,0,0,-5.9
2 Days Rest,8,16.7,6.0,2.3,5.4,41.9,0.9,2.5,35.0,0.6,0.8,83.3,0.1,1.1,1.3,0.8,0.4,0.0,0.0,1.5,0,0,0.3
3 Days Rest,1,16.3,8.0,3.0,7.0,42.9,1.0,3.0,33.3,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0,0,5.0
4 Days Rest,2,15.4,7.0,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,0.5,1.5,2.0,0.0,2.0,0.0,0.5,0.5,0,0,2.0
5 Days Rest,1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,-2.0
6+ Days Rest,3,16.6,5.7,2.3,7.0,33.3,0.3,3.3,10.0,0.7,1.0,66.7,0.0,0.7,0.7,2.0,0.7,0.3,0.0,0.7,0,0,16.0
