DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.8,45.2,100%,44.3,0.9
3 Pointers,1.2,3.2,38.2,41.4%,35.5,2.7
2 Pointers,2.3,4.6,50.2,58.6%,49.1,1.1
Less Than 6 Ft,1.2,1.7,70.0,21.8%,60.8,9.2
Less Than 10 Ft,1.3,2.2,60.0,28.6%,55.7,4.3
Greater Than 15 Ft,2.0,4.8,40.5,61.9%,37.1,3.4
