BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,33,33.4,21.9,8.2,16.6,49.1,0.3,0.9,30.0,5.4,7.1,75.3,2.2,6.6,8.8,4.8,2.5,1.1,0.5,2.6,13,1,6.3
Home,13,32.6,21.4,7.8,16.5,47.7,0.1,0.7,11.1,5.6,7.5,75.3,2.5,7.6,10.2,4.7,2.5,1.2,0.8,2.9,7,0,10.8
Road,20,33.9,22.3,8.4,16.7,50.0,0.4,1.1,38.1,5.2,6.9,75.4,1.9,6.0,7.9,4.8,2.5,1.1,0.3,2.4,6,1,3.4
Wins,21,33.3,22.4,8.2,16.0,51.2,0.3,0.9,31.6,5.8,7.3,78.6,1.9,7.0,8.9,4.9,2.2,1.1,0.4,2.7,10,0,13.6
Losses,12,33.5,21.1,8.1,17.7,45.8,0.3,0.9,27.3,4.7,6.8,69.1,2.6,6.0,8.6,4.5,2.9,1.2,0.6,2.3,3,1,-6.5
October,3,32.6,22.0,6.7,14.3,46.5,0.7,1.7,40.0,8.0,9.7,82.8,2.7,8.7,11.3,2.7,2.7,1.3,0.7,4.0,3,0,6.7
November,15,33.2,20.9,7.7,15.6,49.1,0.1,0.9,15.4,5.5,7.2,75.9,1.7,6.5,8.2,4.9,1.6,1.2,0.5,2.3,5,0,12.6
December,8,35.0,21.4,8.9,19.0,46.7,0.1,0.5,25.0,3.5,5.3,66.7,2.4,6.8,9.1,5.3,3.9,0.6,0.4,2.8,3,0,4.3
January,2,26.1,16.0,6.0,12.5,48.0,0.0,0.5,0.0,4.0,6.5,61.5,2.0,5.5,7.5,3.5,4.0,1.0,0.0,3.0,1,0,-15.5
February,5,34.7,28.2,10.2,18.8,54.3,0.8,1.4,57.1,7.0,8.6,81.4,2.8,6.0,8.8,5.4,2.0,1.6,0.4,2.0,1,1,-0.8
Pre All-Star,33,33.4,21.9,8.2,16.6,49.1,0.3,0.9,30.0,5.4,7.1,75.3,2.2,6.6,8.8,4.8,2.5,1.1,0.5,2.6,13,1,6.3
Starters,33,33.4,21.9,8.2,16.6,49.1,0.3,0.9,30.0,5.4,7.1,75.3,2.2,6.6,8.8,4.8,2.5,1.1,0.5,2.6,13,1,6.3
0 Days Rest,7,33.8,25.6,9.3,16.9,55.1,0.6,1.1,50.0,6.4,7.7,83.3,2.0,7.7,9.7,4.9,2.4,0.9,0.4,3.1,4,1,13.6
1 Days Rest,17,33.7,21.5,8.0,16.3,49.1,0.2,0.8,28.6,5.2,7.2,73.0,1.9,6.3,8.2,5.0,1.9,1.2,0.5,2.4,4,0,7.7
2 Days Rest,3,32.6,17.7,7.0,17.7,39.6,0.0,1.0,0.0,3.7,5.3,68.8,2.3,6.7,9.0,2.3,4.3,1.0,0.0,2.7,1,0,-2.7
3 Days Rest,3,29.1,20.7,7.7,14.0,54.8,0.0,0.7,0.0,5.3,7.0,76.2,2.0,4.0,6.0,6.0,2.0,1.0,0.3,1.7,1,0,-1.3
4 Days Rest,1,40.0,26.0,12.0,25.0,48.0,0.0,0.0,0.0,2.0,3.0,66.7,4.0,8.0,12.0,6.0,5.0,0.0,1.0,3.0,1,0,1.0
6+ Days Rest,2,33.0,19.5,6.0,16.5,36.4,0.5,1.5,33.3,7.0,9.5,73.7,3.5,8.5,12.0,3.5,3.5,2.0,0.5,3.5,2,0,-3.5
