BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,46,26.4,7.7,2.8,7.1,39.4,1.0,2.8,35.9,1.1,1.3,83.3,0.4,1.7,2.1,5.3,1.9,0.8,0.0,2.0,0,0,-2.7
Home,24,26.6,9.2,3.4,7.5,44.8,1.0,2.7,35.9,1.5,1.8,85.7,0.4,1.9,2.3,5.1,2.1,0.8,0.0,2.3,0,0,0.6
Road,22,26.2,6.0,2.2,6.6,32.9,1.0,2.9,35.9,0.6,0.8,77.8,0.4,1.5,1.9,5.5,1.6,0.9,0.0,1.7,0,0,-6.2
Wins,19,25.2,8.9,3.3,6.9,47.3,1.1,2.6,42.0,1.3,1.3,96.0,0.4,1.7,2.1,5.2,1.9,1.0,0.0,2.3,0,0,5.9
Losses,27,27.2,6.9,2.5,7.3,34.2,0.9,2.9,32.1,1.0,1.3,74.3,0.4,1.8,2.1,5.4,1.8,0.7,0.0,1.9,0,0,-8.7
October,3,32.1,11.7,4.7,9.0,51.9,1.0,2.3,42.9,1.3,1.3,100,0.7,2.0,2.7,5.7,1.7,1.0,0.0,2.3,0,0,-2.7
November,13,28.1,6.6,2.5,7.4,34.4,1.0,3.2,31.7,0.5,0.8,70.0,0.3,2.7,3.0,6.5,2.3,1.0,0.0,2.0,0,0,-0.2
December,14,27.0,8.1,2.9,7.8,37.6,1.1,3.4,34.0,1.1,1.4,84.2,0.4,1.4,1.8,4.8,1.4,0.6,0.0,2.1,0,0,1.1
January,12,23.3,8.0,2.6,6.1,42.5,0.9,2.2,42.3,1.9,2.3,85.2,0.3,1.3,1.6,4.4,1.8,0.8,0.0,1.9,0,0,-6.8
February,4,23.6,5.8,2.5,5.5,45.5,0.8,1.8,42.9,0.0,0.0,0.0,0.5,1.0,1.5,5.5,2.3,0.8,0.0,2.0,0,0,-11.3
Pre All-Star,46,26.4,7.7,2.8,7.1,39.4,1.0,2.8,35.9,1.1,1.3,83.3,0.4,1.7,2.1,5.3,1.9,0.8,0.0,2.0,0,0,-2.7
Starters,39,27.7,8.3,3.1,7.5,40.5,1.1,3.0,37.3,1.1,1.3,83.7,0.4,1.8,2.2,5.6,1.9,0.8,0.0,2.2,0,0,-1.7
Bench,7,19.0,4.4,1.4,4.7,30.3,0.3,1.4,20.0,1.3,1.6,81.8,0.3,1.1,1.4,3.7,1.4,0.9,0.0,1.4,0,0,-7.9
0 Days Rest,10,28.0,6.6,2.4,6.2,38.7,0.8,2.2,36.4,1.0,1.1,90.9,0.2,2.0,2.2,5.0,1.9,0.8,0.0,1.6,0,0,-8.3
1 Days Rest,24,25.4,8.0,3.0,7.2,41.9,1.1,2.9,37.7,0.9,1.0,84.0,0.4,1.6,2.0,4.6,1.9,0.8,0.0,2.2,0,0,-0.3
2 Days Rest,4,28.3,10.0,2.8,7.8,35.5,0.5,1.8,28.6,4.0,4.5,88.9,0.8,1.5,2.3,9.3,1.5,1.5,0.0,2.8,0,0,6.3
3 Days Rest,6,27.5,7.3,2.7,7.8,34.0,1.5,4.0,37.5,0.5,1.0,50.0,0.5,1.8,2.3,6.5,2.2,0.7,0.0,1.5,0,0,-7.5
6+ Days Rest,2,23.5,6.5,3.0,7.5,40.0,0.5,3.0,16.7,0.0,0.0,0.0,0.0,2.5,2.5,3.5,1.5,0.5,0.0,2.5,0,0,-6.0
