DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,0.5,1.0,50.0,100%,36.5,13.5
3 Pointers,0.0,0.5,0.0,50.0%,23.7,-23.7
2 Pointers,0.5,0.5,100,50.0%,31.3,68.7
Less Than 6 Ft,-,-,-,-%,-,-
Less Than 10 Ft,-,-,-,-%,-,-
Greater Than 15 Ft,0.5,1.0,50.0,100%,42.0,8.1
