BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,52,29.5,9.2,3.6,7.9,45.6,0.0,0.2,12.5,1.9,2.5,75.8,2.1,5.4,7.4,1.4,0.7,0.8,1.0,2.2,9,0,0.6
Home,26,29.8,9.9,3.9,8.0,49.3,0.0,0.0,0.0,2.1,2.8,74.0,2.3,5.1,7.3,1.2,0.7,0.7,1.2,2.1,3,0,3.5
Road,26,29.2,8.4,3.3,7.9,42.0,0.0,0.3,14.3,1.8,2.3,78.0,1.8,5.7,7.5,1.5,0.8,0.8,0.8,2.3,6,0,-2.2
Wins,24,29.4,9.7,4.0,8.3,48.0,0.0,0.2,0.0,1.8,2.4,73.7,2.1,5.6,7.8,1.3,0.8,0.8,1.3,1.7,4,0,7.4
Losses,28,29.6,8.8,3.3,7.6,43.5,0.0,0.1,25.0,2.1,2.7,77.3,2.0,5.1,7.1,1.4,0.6,0.7,0.8,2.7,5,0,-5.2
October,3,29.3,11.0,4.3,9.3,46.4,0.0,0.7,0.0,2.3,3.0,77.8,2.3,5.3,7.7,0.3,0.3,1.0,1.7,1.7,1,0,0.3
November,14,31.3,9.0,3.3,7.1,46.5,0.0,0.1,0.0,2.4,3.6,66.7,1.4,5.7,7.1,1.5,1.1,0.9,1.0,2.6,3,0,2.4
December,16,27.3,8.8,3.4,7.8,43.2,0.1,0.2,33.3,1.9,2.3,86.1,2.4,4.3,6.6,1.1,0.6,0.7,0.9,1.3,2,0,1.7
January,15,30.4,9.4,3.8,8.1,46.7,0.0,0.1,0.0,1.8,2.3,79.4,2.3,6.1,8.4,1.6,0.7,0.7,1.1,3.1,3,0,0.5
February,4,28.6,9.3,4.5,9.5,47.4,0.0,0.0,0.0,0.3,0.5,50.0,2.0,5.8,7.8,2.0,0.3,0.8,0.8,1.8,0,0,-8.8
Pre All-Star,52,29.5,9.2,3.6,7.9,45.6,0.0,0.2,12.5,1.9,2.5,75.8,2.1,5.4,7.4,1.4,0.7,0.8,1.0,2.2,9,0,0.6
Starters,52,29.5,9.2,3.6,7.9,45.6,0.0,0.2,12.5,1.9,2.5,75.8,2.1,5.4,7.4,1.4,0.7,0.8,1.0,2.2,9,0,0.6
0 Days Rest,11,27.8,8.2,2.9,6.5,44.4,0.0,0.1,0.0,2.4,3.1,76.5,1.8,5.5,7.4,0.5,0.8,0.5,1.1,1.9,2,0,-2.9
1 Days Rest,27,29.1,9.4,3.9,8.0,48.4,0.0,0.1,25.0,1.6,2.3,69.8,2.1,4.8,6.9,1.5,0.8,0.8,1.0,2.3,3,0,0.4
2 Days Rest,11,30.5,8.5,3.3,8.2,40.0,0.0,0.1,0.0,2.0,2.3,88.0,1.9,5.5,7.4,2.0,0.4,0.6,1.1,2.1,2,0,2.7
3 Days Rest,2,36.7,8.5,3.0,8.5,35.3,0.0,0.0,0.0,2.5,3.5,71.4,2.0,9.5,11.5,1.5,1.0,2.0,1.0,4.5,1,0,6.5
4 Days Rest,1,34.8,23.0,10.0,18.0,55.6,0.0,2.0,0.0,3.0,3.0,100,4.0,10.0,14.0,0.0,0.0,1.0,1.0,1.0,1,0,10.0
