DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,10.5,46.1,100%,46.5,-0.4
3 Pointers,0.8,2.4,34.9,22.4%,36.0,-1.1
2 Pointers,4.0,8.2,49.3,77.6%,50.6,-1.3
Less Than 6 Ft,2.7,4.6,58.7,44.0%,61.5,-2.8
Less Than 10 Ft,3.1,6.1,51.3,57.7%,56.4,-5.1
Greater Than 15 Ft,1.4,3.6,38.8,33.8%,37.6,1.2
