DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.2,9.5,44.0,100%,44.5,-0.5
3 Pointers,1.3,3.8,35.3,39.9%,35.4,-0.1
2 Pointers,2.8,5.7,49.8,60.1%,49.3,0.4
Less Than 6 Ft,1.5,2.1,68.8,22.6%,60.5,8.3
Less Than 10 Ft,1.8,2.9,62.5,30.5%,55.3,7.2
Greater Than 15 Ft,2.0,5.8,34.3,61.6%,37.1,-2.8
