DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.8,8.0,47.9,100%,46.7,1.2
3 Pointers,0.7,2.2,30.8,27.8%,35.6,-4.9
2 Pointers,3.1,5.7,54.4,72.2%,50.9,3.5
Less Than 6 Ft,2.0,3.0,65.5,38.0%,60.9,4.6
Less Than 10 Ft,2.4,4.0,60.4,50.0%,55.9,4.6
Greater Than 15 Ft,1.1,3.4,32.3,43.0%,36.9,-4.6
