DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.4,3.5,40.8,100%,43.0,-2.3
3 Pointers,0.6,1.8,32.5,52.6%,35.3,-2.8
2 Pointers,0.8,1.6,50.0,47.4%,49.0,1.0
Less Than 6 Ft,0.6,0.8,72.2,23.7%,61.2,11.0
Less Than 10 Ft,0.7,1.1,60.0,32.9%,55.4,4.6
Greater Than 15 Ft,0.7,2.1,31.9,61.8%,36.3,-4.4
