,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - SAC vs. ATL",W,44,22,8,16,50.0,2,5,40.0,4,5,80.0,0,3,3,4,2,0,1,5,1,2017-02-10 00:00:00,ATL,HOME
1,"FEB 08, 2017 - SAC vs. BOS",W,38,26,12,21,57.1,2,4,50.0,0,0,0.0,0,1,1,5,4,0,2,4,-1,2017-02-08 00:00:00,BOS,HOME
2,"FEB 06, 2017 - SAC vs. CHI",L,36,14,6,13,46.2,2,3,66.7,0,0,0.0,0,1,1,5,2,0,0,3,-10,2017-02-06 00:00:00,CHI,HOME
3,"FEB 04, 2017 - SAC vs. GSW",W,33,18,8,13,61.5,0,3,0.0,2,2,100.0,0,2,2,3,0,0,2,2,-5,2017-02-04 00:00:00,GSW,HOME
4,"FEB 03, 2017 - SAC vs. PHX",L,38,19,8,16,50.0,3,4,75.0,0,0,0.0,0,2,2,1,1,0,2,3,1,2017-02-03 00:00:00,PHX,HOME
5,"JAN 31, 2017 - SAC @ HOU",L,26,5,2,10,20.0,1,2,50.0,0,0,0.0,1,1,2,4,1,0,0,1,-12,2017-01-31 00:00:00,HOU,AWAY
6,"JAN 30, 2017 - SAC @ PHI",L,24,8,3,7,42.9,0,1,0.0,2,2,100.0,0,0,0,2,1,0,1,1,-5,2017-01-30 00:00:00,PHI,AWAY
7,"JAN 28, 2017 - SAC @ CHA",W,35,17,7,11,63.6,2,6,33.3,1,1,100.0,0,0,0,2,0,1,2,4,5,2017-01-28 00:00:00,CHA,AWAY
8,"JAN 27, 2017 - SAC @ IND",L,46,26,10,17,58.8,4,6,66.7,2,2,100.0,1,3,4,5,3,0,3,3,4,2017-01-27 00:00:00,IND,AWAY
9,"JAN 25, 2017 - SAC @ CLE",W,36,23,8,14,57.1,3,5,60.0,4,4,100.0,1,2,3,5,2,1,3,3,7,2017-01-25 00:00:00,CLE,AWAY
10,"JAN 23, 2017 - SAC @ DET",W,26,12,4,5,80.0,2,2,100.0,2,2,100.0,0,4,4,3,1,0,3,1,7,2017-01-23 00:00:00,DET,AWAY
11,"JAN 21, 2017 - SAC @ CHI",L,25,8,4,11,36.4,0,2,0.0,0,0,0.0,2,1,3,2,0,0,0,2,-2,2017-01-21 00:00:00,CHI,AWAY
12,"JAN 20, 2017 - SAC @ MEM",L,27,4,2,7,28.6,0,3,0.0,0,0,0.0,0,3,3,4,0,0,0,3,-1,2017-01-20 00:00:00,MEM,AWAY
13,"JAN 18, 2017 - SAC vs. IND",L,37,11,4,8,50.0,0,0,0.0,3,4,75.0,0,2,2,9,4,0,0,3,2,2017-01-18 00:00:00,IND,HOME
14,"JAN 15, 2017 - SAC vs. OKC",L,27,21,7,9,77.8,2,3,66.7,5,6,83.3,0,1,1,2,2,0,1,4,11,2017-01-15 00:00:00,OKC,HOME
15,"JAN 13, 2017 - SAC vs. CLE",L,22,13,5,10,50.0,2,4,50.0,1,1,100.0,0,1,1,4,0,0,1,2,-15,2017-01-13 00:00:00,CLE,HOME
