DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.1,13.2,46.1,100%,44.6,1.5
3 Pointers,1.9,5.4,35.5,40.8%,35.6,-0.2
2 Pointers,4.2,7.8,53.4,59.2%,49.5,3.9
Less Than 6 Ft,2.7,3.9,69.6,29.5%,61.5,8.1
Less Than 10 Ft,3.1,5.0,62.4,37.8%,56.0,6.4
Greater Than 15 Ft,2.6,7.2,36.9,54.6%,37.0,-0.2
