BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,38,12.7,3.2,1.2,3.3,37.1,0.7,2.1,32.1,0.1,0.2,37.5,0.4,1.7,2.2,0.4,0.7,0.2,0.5,1.6,1,0,0.0
Home,19,11.0,2.9,1.1,3.1,33.9,0.7,2.2,31.0,0.1,0.2,50.0,0.6,1.4,1.9,0.3,0.7,0.2,0.2,1.3,0,0,0.1
Road,19,14.3,3.5,1.4,3.4,40.0,0.7,2.1,33.3,0.1,0.2,25.0,0.3,2.1,2.4,0.6,0.7,0.3,0.8,1.8,1,0,-0.1
Wins,11,11.3,1.7,0.6,2.9,21.9,0.5,2.0,22.7,0.0,0.0,0.0,0.2,1.5,1.7,0.3,0.5,0.0,0.3,2.5,0,0,0.9
Losses,27,13.2,3.8,1.4,3.4,42.4,0.8,2.2,35.6,0.1,0.3,37.5,0.5,1.8,2.3,0.5,0.8,0.3,0.6,1.2,1,0,-0.3
October,4,7.4,2.5,1.0,2.3,44.4,0.5,1.3,40.0,0.0,0.0,0.0,0.3,0.8,1.0,0.5,0.0,0.5,0.3,0.5,0,0,1.0
November,10,11.3,2.8,1.1,3.1,35.5,0.6,1.8,33.3,0.0,0.3,0.0,0.2,1.1,1.3,0.2,0.9,0.0,0.5,1.4,0,0,2.2
December,13,14.9,4.0,1.5,3.5,43.5,0.8,2.5,33.3,0.1,0.2,33.3,0.3,2.6,2.9,0.5,0.7,0.5,0.6,1.7,1,0,-1.4
January,10,13.2,2.6,0.9,3.2,28.1,0.6,2.2,27.3,0.2,0.2,100,0.6,1.6,2.2,0.5,0.9,0.1,0.5,2.1,0,0,-0.8
February,1,13.5,5.0,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,0,0,1.0
Pre All-Star,38,12.7,3.2,1.2,3.3,37.1,0.7,2.1,32.1,0.1,0.2,37.5,0.4,1.7,2.2,0.4,0.7,0.2,0.5,1.6,1,0,0.0
Bench,38,12.7,3.2,1.2,3.3,37.1,0.7,2.1,32.1,0.1,0.2,37.5,0.4,1.7,2.2,0.4,0.7,0.2,0.5,1.6,1,0,0.0
0 Days Rest,7,10.2,1.4,0.6,2.4,23.5,0.3,1.3,22.2,0.0,0.0,0.0,0.4,1.3,1.7,0.6,0.7,0.3,0.1,1.6,0,0,0.1
1 Days Rest,16,12.2,2.4,0.9,2.5,35.0,0.6,1.9,32.3,0.1,0.3,20.0,0.1,1.7,1.8,0.2,0.6,0.1,0.5,1.8,0,0,-1.2
2 Days Rest,8,14.5,3.5,1.4,3.8,36.7,0.8,3.0,25.0,0.0,0.1,0.0,0.4,1.4,1.8,0.6,0.6,0.1,0.5,1.5,0,0,-4.3
3 Days Rest,3,7.8,2.7,0.7,2.0,33.3,0.7,1.0,66.7,0.7,0.7,100,0.3,1.3,1.7,0.0,1.0,0.3,1.0,1.0,0,0,4.3
4 Days Rest,2,19.3,10.5,4.5,8.0,56.3,1.5,3.5,42.9,0.0,0.0,0.0,1.5,6.0,7.5,1.0,1.0,1.5,1.0,1.0,1,0,10.0
6+ Days Rest,2,18.2,7.5,3.0,7.5,40.0,1.5,3.5,42.9,0.0,0.0,0.0,2.0,1.5,3.5,1.5,1.0,0.0,0.5,1.5,0,0,10.0
