DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.8,11.0,43.0,100%,45.0,-2.0
3 Pointers,1.4,4.2,33.0,38.2%,35.9,-2.9
2 Pointers,3.4,6.8,49.1,61.8%,49.6,-0.4
Less Than 6 Ft,1.9,3.0,62.7,27.2%,60.5,2.3
Less Than 10 Ft,2.2,4.2,53.1,37.8%,55.2,-2.1
Greater Than 15 Ft,2.1,5.8,36.4,52.8%,37.6,-1.2
