BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,38,31.9,16.0,6.2,13.6,45.8,1.6,4.0,39.2,2.0,2.9,68.8,0.7,3.2,3.9,7.2,2.9,1.4,0.6,2.4,9,0,-0.9
Home,21,31.9,17.5,6.8,14.0,48.8,1.8,3.9,45.1,2.1,3.1,67.7,0.6,3.3,3.9,8.0,2.6,1.7,0.8,2.4,6,0,0.3
Road,17,31.8,14.1,5.5,13.1,41.9,1.4,4.2,32.4,1.8,2.6,70.5,0.7,3.1,3.8,6.4,3.2,1.2,0.5,2.5,3,0,-2.5
Wins,18,31.4,17.8,6.8,14.2,47.7,1.6,4.0,40.3,2.6,3.6,72.3,0.4,3.4,3.9,7.8,2.3,1.6,0.8,2.6,4,0,8.2
Losses,20,32.3,14.4,5.7,13.0,44.0,1.6,4.1,38.3,1.4,2.2,63.6,0.9,3.0,3.9,6.8,3.4,1.4,0.5,2.4,5,0,-9.2
November,7,27.3,17.1,6.7,13.6,49.5,1.9,4.1,44.8,1.9,3.0,61.9,0.1,2.6,2.7,6.3,2.9,0.9,0.6,2.7,0,0,6.1
December,13,32.7,13.2,5.1,12.8,39.5,0.8,3.3,23.3,2.2,3.2,70.7,0.8,3.3,4.2,7.4,1.9,1.3,0.4,2.6,3,0,-3.5
January,14,32.5,16.9,6.4,13.2,48.6,2.4,4.6,51.6,1.6,2.2,74.2,0.6,2.7,3.3,7.6,3.3,2.0,0.8,2.1,4,0,0.1
February,4,34.9,20.0,8.3,17.0,48.5,1.0,4.3,23.5,2.5,4.0,62.5,1.3,5.8,7.0,7.0,4.5,1.0,1.0,2.8,2,0,-8.5
Pre All-Star,38,31.9,16.0,6.2,13.6,45.8,1.6,4.0,39.2,2.0,2.9,68.8,0.7,3.2,3.9,7.2,2.9,1.4,0.6,2.4,9,0,-0.9
Starters,32,32.8,15.9,6.2,13.6,45.3,1.6,4.1,38.9,2.0,2.8,70.3,0.8,3.3,4.1,7.4,2.8,1.6,0.6,2.3,9,0,-1.9
Bench,6,27.1,16.3,6.5,13.3,48.8,1.5,3.7,40.9,1.8,3.0,61.1,0.2,2.7,2.8,6.5,3.0,0.8,0.7,3.0,0,0,4.0
0 Days Rest,5,31.5,17.0,7.0,14.4,48.6,1.2,4.4,27.3,1.8,2.6,69.2,0.6,2.4,3.0,7.8,2.8,1.0,0.6,2.6,2,0,0.4
1 Days Rest,23,31.4,15.3,6.1,13.0,47.0,1.6,3.9,40.4,1.5,2.4,62.5,0.7,3.2,3.9,7.3,2.9,1.5,0.7,2.3,4,0,-1.3
2 Days Rest,8,33.6,15.9,5.8,14.1,40.7,1.9,4.0,46.9,2.5,3.0,83.3,0.5,4.3,4.8,7.4,3.3,1.6,0.4,2.5,3,0,-0.4
6+ Days Rest,2,31.4,22.0,7.5,16.0,46.9,1.5,5.0,30.0,5.5,8.0,68.8,1.0,1.5,2.5,5.0,1.5,1.5,0.5,3.5,0,0,-3.0
