DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.7,46.0,100%,46.5,-0.5
3 Pointers,0.7,1.6,43.5,28.9%,35.4,8.0
2 Pointers,1.9,4.0,47.1,71.1%,51.2,-4.2
Less Than 6 Ft,1.1,2.0,53.0,34.7%,61.3,-8.3
Less Than 10 Ft,1.4,3.0,49.2,51.9%,55.9,-6.7
Greater Than 15 Ft,1.0,2.4,42.4,41.4%,36.7,5.8
