DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.0,12.4,40.2,100%,45.0,-4.9
3 Pointers,1.2,3.6,33.0,28.9%,36.9,-3.9
2 Pointers,3.8,8.8,43.1,71.1%,49.4,-6.3
Less Than 6 Ft,2.2,4.0,55.2,31.8%,61.2,-5.9
Less Than 10 Ft,2.8,5.8,47.9,46.2%,55.4,-7.5
Greater Than 15 Ft,2.0,5.7,34.9,45.6%,38.4,-3.5
