DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.3,12.6,42.0,100%,46.0,-4.0
3 Pointers,1.6,4.2,38.4,33.6%,35.4,3.0
2 Pointers,3.7,8.3,43.9,66.4%,50.9,-7.0
Less Than 6 Ft,2.5,4.6,53.2,36.8%,61.7,-8.4
Less Than 10 Ft,2.9,6.3,46.5,50.0%,56.4,-9.9
Greater Than 15 Ft,2.2,5.7,37.6,45.7%,37.3,0.4
