DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.4,7.3,46.4,100%,44.5,1.9
3 Pointers,0.9,2.4,36.2,32.7%,36.5,-0.3
2 Pointers,2.5,4.9,51.4,67.3%,48.6,2.8
Less Than 6 Ft,1.0,1.6,62.2,21.3%,59.6,2.7
Less Than 10 Ft,1.3,2.2,56.9,30.8%,54.6,2.3
Greater Than 15 Ft,1.6,4.1,39.2,56.9%,38.3,0.9
