DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.6,4.5,36.4,100%,44.6,-8.2
3 Pointers,0.6,1.9,30.3,42.9%,36.3,-6.0
2 Pointers,1.1,2.6,40.9,57.1%,48.9,-8.0
Less Than 6 Ft,0.6,1.1,52.6,24.7%,60.3,-7.6
Less Than 10 Ft,0.8,1.5,50.0,33.8%,55.6,-5.6
Greater Than 15 Ft,0.9,2.8,31.3,62.3%,36.9,-5.7
