DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,9.8,40.2,100%,44.4,-4.2
3 Pointers,1.1,3.6,31.3,37.3%,36.0,-4.7
2 Pointers,2.8,6.1,45.4,62.7%,48.7,-3.3
Less Than 6 Ft,1.3,2.2,57.1,23.0%,59.6,-2.4
Less Than 10 Ft,1.6,3.0,53.3,30.7%,54.3,-1.0
Greater Than 15 Ft,1.8,5.8,31.5,59.8%,37.4,-5.9
