DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.3,11.9,44.6,100%,44.0,0.6
3 Pointers,1.9,4.3,43.6,36.2%,36.1,7.5
2 Pointers,3.4,7.6,45.2,63.8%,48.3,-3.1
Less Than 6 Ft,1.3,2.4,52.4,20.0%,59.1,-6.7
Less Than 10 Ft,1.8,3.6,48.9,30.3%,54.2,-5.3
Greater Than 15 Ft,3.0,7.0,42.7,58.5%,37.8,4.9
