BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,51,30.5,17.3,5.9,14.1,42.0,3.5,9.2,38.7,1.9,2.3,83.6,0.3,2.4,2.7,2.8,1.8,0.6,0.5,2.0,0,0,5.1
Home,25,29.8,18.2,6.2,14.5,43.0,4.1,9.6,42.5,1.6,1.9,85.4,0.4,2.3,2.7,2.6,2.0,0.5,0.6,2.0,0,0,9.7
Road,26,31.1,16.5,5.7,13.8,41.1,3.0,8.8,34.6,2.2,2.6,82.4,0.3,2.4,2.7,2.9,1.5,0.7,0.5,2.1,0,0,0.8
Wins,36,30.1,18.8,6.4,14.1,45.5,4.0,9.2,43.8,1.9,2.3,84.3,0.4,2.4,2.8,3.0,1.6,0.6,0.4,2.0,0,0,11.2
Losses,15,31.4,13.9,4.9,14.3,34.0,2.4,9.1,26.3,1.8,2.2,81.8,0.1,2.3,2.4,2.3,2.1,0.6,0.8,2.2,0,0,-9.4
October,3,33.4,17.0,5.3,13.0,41.0,2.3,7.3,31.8,4.0,4.7,85.7,0.0,4.0,4.0,2.3,2.0,0.7,0.0,1.3,0,0,-1.3
November,15,31.0,15.8,5.6,13.4,41.8,3.2,8.0,40.0,1.4,1.7,80.8,0.5,2.4,2.9,2.4,1.9,0.7,0.6,2.4,0,0,1.3
December,17,29.3,18.8,6.2,14.0,44.1,4.4,9.6,45.7,2.0,2.4,85.0,0.3,1.9,2.2,3.4,1.8,0.6,0.6,1.8,0,0,7.3
January,13,30.5,17.3,6.2,15.5,40.1,3.1,10.3,29.9,1.8,2.1,85.2,0.4,2.5,2.9,2.5,1.5,0.3,0.5,2.2,0,0,7.1
February,3,31.4,17.3,5.7,13.7,41.5,3.7,9.3,39.3,2.3,3.0,77.8,0.0,2.0,2.0,3.0,2.0,0.3,1.0,1.7,0,0,10.3
Pre All-Star,51,30.5,17.3,5.9,14.1,42.0,3.5,9.2,38.7,1.9,2.3,83.6,0.3,2.4,2.7,2.8,1.8,0.6,0.5,2.0,0,0,5.1
Starters,8,32.3,15.8,5.3,13.3,39.6,2.8,7.6,36.1,2.5,3.0,83.3,0.1,3.0,3.1,2.3,1.9,0.6,0.5,2.5,0,0,0.8
Bench,43,30.1,17.6,6.1,14.3,42.4,3.7,9.5,39.1,1.8,2.1,83.7,0.4,2.2,2.6,2.9,1.7,0.6,0.6,2.0,0,0,6.0
0 Days Rest,12,29.4,19.1,6.6,15.5,42.5,4.3,10.7,40.6,1.6,2.0,79.2,0.7,2.4,3.1,3.0,1.3,0.7,0.3,2.3,0,0,13.7
1 Days Rest,28,31.2,16.7,5.8,14.1,41.3,3.4,9.0,37.7,1.6,1.9,85.2,0.3,2.1,2.5,2.8,1.9,0.6,0.5,2.0,0,0,2.4
2 Days Rest,7,29.5,17.7,5.9,13.3,44.1,3.4,8.0,42.9,2.6,2.9,90.0,0.0,3.0,3.0,3.1,2.0,0.3,1.3,1.9,0,0,4.3
3 Days Rest,1,30.3,18.0,5.0,10.0,50.0,4.0,8.0,50.0,4.0,5.0,80.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0,0,26.0
4 Days Rest,1,31.1,13.0,4.0,11.0,36.4,3.0,9.0,33.3,2.0,2.0,100,0.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0,0,7.0
5 Days Rest,1,26.2,14.0,4.0,11.0,36.4,1.0,7.0,14.3,5.0,7.0,71.4,0.0,1.0,1.0,3.0,2.0,0.0,1.0,4.0,0,0,-17.0
6+ Days Rest,1,34.4,19.0,7.0,15.0,46.7,2.0,8.0,25.0,3.0,4.0,75.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,0,0,-14.0
