DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,8.0,48.9,100%,45.4,3.5
3 Pointers,0.9,2.5,34.7,31.7%,35.1,-0.4
2 Pointers,3.0,5.5,55.5,68.3%,50.6,4.9
Less Than 6 Ft,2.0,2.9,69.6,36.1%,62.0,7.6
Less Than 10 Ft,2.4,4.0,59.5,49.5%,56.0,3.5
Greater Than 15 Ft,1.4,3.5,38.0,44.5%,36.5,1.5
