DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,7.3,40.3,100%,43.4,-3.1
3 Pointers,1.1,3.2,33.1,43.5%,36.1,-3.0
2 Pointers,1.9,4.2,45.8,56.5%,47.6,-1.8
Less Than 6 Ft,1.1,1.8,61.5,24.3%,57.7,3.9
Less Than 10 Ft,1.3,2.4,55.3,32.8%,53.2,2.1
Greater Than 15 Ft,1.5,4.4,34.1,59.5%,36.8,-2.7
