,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
15,"JAN 05, 2017 - DET vs. CHA",W,240,115,39,97,40.2,10,28,35.7,27,32,84.4,16,40,56,24,2,6,7,23,2017-01-05 00:00:00,CHA,HOME
16,"JAN 03, 2017 - DET vs. IND",L,240,116,48,97,49.5,10,29,34.5,10,12,83.3,16,26,42,31,5,5,10,19,2017-01-03 00:00:00,IND,HOME
17,"JAN 01, 2017 - DET @ MIA",W,240,107,42,86,48.8,9,22,40.9,14,22,63.6,10,38,48,16,7,5,12,18,2017-01-01 00:00:00,MIA,AWAY
18,"DEC 30, 2016 - DET @ ATL",L,240,98,35,84,41.7,9,31,29.0,19,21,90.5,14,29,43,22,9,7,18,24,2016-12-30 00:00:00,ATL,AWAY
19,"DEC 28, 2016 - DET vs. MIL",L,240,94,39,88,44.3,6,24,25.0,10,16,62.5,11,33,44,28,4,1,10,12,2016-12-28 00:00:00,MIL,HOME
20,"DEC 26, 2016 - DET vs. CLE",W,240,106,41,92,44.6,16,28,57.1,8,15,53.3,10,35,45,25,12,4,12,19,2016-12-26 00:00:00,CLE,HOME
21,"DEC 23, 2016 - DET vs. GSW",L,240,113,43,85,50.6,10,29,34.5,17,28,60.7,5,31,36,22,12,3,13,22,2016-12-23 00:00:00,GSW,HOME
22,"DEC 21, 2016 - DET vs. MEM",L,240,86,26,72,36.1,6,23,26.1,28,37,75.7,10,36,46,17,2,3,17,18,2016-12-21 00:00:00,MEM,HOME
23,"DEC 19, 2016 - DET @ CHI",L,240,82,34,83,41.0,3,23,13.0,11,13,84.6,10,22,32,19,8,3,11,8,2016-12-19 00:00:00,CHI,AWAY
24,"DEC 17, 2016 - DET vs. IND",L,240,90,32,84,38.1,10,30,33.3,16,22,72.7,10,30,40,22,6,1,8,18,2016-12-17 00:00:00,IND,HOME
25,"DEC 16, 2016 - DET @ WAS",L,240,108,42,86,48.8,10,28,35.7,14,21,66.7,10,30,40,22,3,1,9,19,2016-12-16 00:00:00,WAS,AWAY
26,"DEC 14, 2016 - DET @ DAL",W,240,95,36,71,50.7,5,17,29.4,18,22,81.8,10,40,50,18,4,2,19,19,2016-12-14 00:00:00,DAL,AWAY
27,"DEC 11, 2016 - DET vs. PHI",L,240,79,32,82,39.0,5,19,26.3,10,14,71.4,10,24,34,15,15,2,15,18,2016-12-11 00:00:00,PHI,HOME
28,"DEC 09, 2016 - DET @ MIN",W,240,117,42,84,50.0,14,29,48.3,19,23,82.6,11,31,42,23,6,1,7,23,2016-12-09 00:00:00,MIN,AWAY
29,"DEC 07, 2016 - DET @ CHA",L,240,77,34,89,38.2,4,27,14.8,5,8,62.5,7,50,57,21,3,8,12,18,2016-12-07 00:00:00,CHA,AWAY
30,"DEC 06, 2016 - DET vs. CHI",W,240,102,40,88,45.5,8,21,38.1,14,21,66.7,9,35,44,24,10,5,9,23,2016-12-06 00:00:00,CHI,HOME
31,"DEC 04, 2016 - DET vs. ORL",L,240,92,38,86,44.2,10,27,37.0,6,13,46.2,10,34,44,16,8,3,12,12,2016-12-04 00:00:00,ORL,HOME
32,"DEC 02, 2016 - DET @ ATL",W,240,121,48,89,53.9,17,29,58.6,8,12,66.7,11,43,54,28,4,3,15,15,2016-12-02 00:00:00,ATL,AWAY
33,"NOV 30, 2016 - DET @ BOS",W,240,121,48,87,55.2,9,20,45.0,16,21,76.2,13,39,52,28,4,8,11,19,2016-11-30 00:00:00,BOS,AWAY
34,"NOV 29, 2016 - DET @ CHA",W,240,112,45,92,48.9,12,28,42.9,10,11,90.9,9,35,44,21,7,4,11,19,2016-11-29 00:00:00,CHA,AWAY
35,"NOV 26, 2016 - DET @ OKC",L,240,88,37,82,45.1,1,19,5.3,13,17,76.5,6,26,32,11,7,1,8,20,2016-11-26 00:00:00,OKC,AWAY
36,"NOV 25, 2016 - DET vs. LAC",W,240,108,47,90,52.2,9,19,47.4,5,7,71.4,9,33,42,26,7,0,10,22,2016-11-25 00:00:00,LAC,HOME
37,"NOV 23, 2016 - DET vs. MIA",W,240,107,40,81,49.4,6,19,31.6,21,25,84.0,10,39,49,22,8,7,13,19,2016-11-23 00:00:00,MIA,HOME
38,"NOV 21, 2016 - DET vs. HOU",L,240,96,36,87,41.4,7,17,41.2,17,24,70.8,12,27,39,19,7,3,14,20,2016-11-21 00:00:00,HOU,HOME
39,"NOV 19, 2016 - DET vs. BOS",L,240,92,37,86,43.0,7,20,35.0,11,16,68.8,11,39,50,22,5,4,5,13,2016-11-19 00:00:00,BOS,HOME
40,"NOV 18, 2016 - DET @ CLE",L,240,81,29,93,31.2,6,19,31.6,17,20,85.0,11,33,44,23,5,4,7,15,2016-11-18 00:00:00,CLE,AWAY
41,"NOV 16, 2016 - DET @ NYK",L,240,102,42,85,49.4,8,23,34.8,10,12,83.3,8,32,40,19,6,1,10,14,2016-11-16 00:00:00,NYK,AWAY
42,"NOV 14, 2016 - DET vs. OKC",W,240,104,43,92,46.7,5,16,31.3,13,16,81.3,4,43,47,25,4,9,9,14,2016-11-14 00:00:00,OKC,HOME
43,"NOV 12, 2016 - DET @ DEN",W,240,106,46,90,51.1,4,18,22.2,10,14,71.4,11,26,37,23,11,1,9,16,2016-11-12 00:00:00,DEN,AWAY
44,"NOV 11, 2016 - DET @ SAS",L,240,86,32,76,42.1,5,25,20.0,17,21,81.0,9,33,42,14,2,4,11,14,2016-11-11 00:00:00,SAS,AWAY
45,"NOV 09, 2016 - DET @ PHX",L,240,100,32,89,36.0,9,22,40.9,27,32,84.4,9,32,41,20,11,5,11,24,2016-11-09 00:00:00,PHX,AWAY
46,"NOV 07, 2016 - DET @ LAC",L,240,82,30,82,36.6,4,12,33.3,18,26,69.2,11,28,39,14,5,2,11,19,2016-11-07 00:00:00,LAC,AWAY
47,"NOV 05, 2016 - DET vs. DEN",W,240,103,40,84,47.6,7,20,35.0,16,22,72.7,9,38,47,22,9,9,13,16,2016-11-05 00:00:00,DEN,HOME
48,"NOV 02, 2016 - DET @ BKN",L,240,101,37,88,42.0,9,25,36.0,18,21,85.7,10,28,38,21,11,6,13,18,2016-11-02 00:00:00,BKN,AWAY
49,"NOV 01, 2016 - DET vs. NYK",W,240,102,41,89,46.1,8,13,61.5,12,21,57.1,10,38,48,19,7,5,10,16,2016-11-01 00:00:00,NYK,HOME
50,"OCT 30, 2016 - DET vs. MIL",W,240,98,39,88,44.3,5,20,25.0,15,20,75.0,16,42,58,23,8,4,15,14,2016-10-30 00:00:00,MIL,HOME
51,"OCT 28, 2016 - DET vs. ORL",W,240,108,48,95,50.5,7,19,36.8,5,6,83.3,9,44,53,27,8,4,12,11,2016-10-28 00:00:00,ORL,HOME
52,"OCT 26, 2016 - DET @ TOR",L,240,91,35,84,41.7,4,22,18.2,17,22,77.3,8,32,40,17,8,0,13,24,2016-10-26 00:00:00,TOR,AWAY
