,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 08, 2017 - DET vs. LAL",W,240,121,51,97,52.6,4,16,25.0,15,24,62.5,14,38,52,32,11,6,14,14,2017-02-08 00:00:00,LAL,HOME
1,"FEB 06, 2017 - DET vs. PHI",W,240,113,46,99,46.5,5,22,22.7,16,17,94.1,19,41,60,22,8,4,12,19,2017-02-06 00:00:00,PHI,HOME
2,"FEB 04, 2017 - DET @ IND",L,240,84,31,75,41.3,6,17,35.3,16,20,80.0,8,36,44,18,2,6,21,13,2017-02-04 00:00:00,IND,AWAY
3,"FEB 03, 2017 - DET vs. MIN",W,240,116,44,98,44.9,11,26,42.3,17,22,77.3,18,32,50,24,7,4,10,14,2017-02-03 00:00:00,MIN,HOME
4,"FEB 01, 2017 - DET vs. NOP",W,240,118,48,88,54.5,10,26,38.5,12,17,70.6,5,37,42,28,9,0,10,13,2017-02-01 00:00:00,NOP,HOME
5,"JAN 30, 2017 - DET @ BOS",L,240,109,43,97,44.3,3,27,11.1,20,29,69.0,12,39,51,18,6,7,7,23,2017-01-30 00:00:00,BOS,AWAY
6,"JAN 28, 2017 - DET @ MIA",L,240,103,46,89,51.7,4,12,33.3,7,12,58.3,13,28,41,11,7,3,11,16,2017-01-28 00:00:00,MIA,AWAY
7,"JAN 23, 2017 - DET vs. SAC",L,240,104,41,82,50.0,10,28,35.7,12,17,70.6,6,32,38,27,8,1,15,21,2017-01-23 00:00:00,SAC,HOME
8,"JAN 21, 2017 - DET vs. WAS",W,240,113,43,87,49.4,11,28,39.3,16,22,72.7,13,36,49,25,9,4,20,27,2017-01-21 00:00:00,WAS,HOME
9,"JAN 18, 2017 - DET vs. ATL",W,240,118,45,91,49.5,10,25,40.0,18,28,64.3,18,42,60,27,6,0,12,29,2017-01-18 00:00:00,ATL,HOME
10,"JAN 15, 2017 - DET @ LAL",W,240,102,41,95,43.2,9,25,36.0,11,16,68.8,10,36,46,24,6,6,7,22,2017-01-15 00:00:00,LAL,AWAY
11,"JAN 13, 2017 - DET @ UTA",L,240,77,30,76,39.5,6,17,35.3,11,16,68.8,3,32,35,15,5,4,13,16,2017-01-13 00:00:00,UTA,AWAY
12,"JAN 12, 2017 - DET @ GSW",L,240,107,43,88,48.9,6,28,21.4,15,20,75.0,9,31,40,20,10,4,19,19,2017-01-12 00:00:00,GSW,AWAY
13,"JAN 10, 2017 - DET @ SAC",L,240,94,36,82,43.9,12,27,44.4,10,16,62.5,8,27,35,14,12,9,12,24,2017-01-10 00:00:00,SAC,AWAY
14,"JAN 08, 2017 - DET @ POR",W,290,125,54,105,51.4,8,25,32.0,9,12,75.0,6,35,41,19,14,3,9,16,2017-01-08 00:00:00,POR,AWAY
