DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.6,43.2,100%,43.7,-0.5
3 Pointers,0.8,2.0,37.5,43.2%,37.8,-0.3
2 Pointers,1.3,2.6,47.6,56.8%,46.9,0.8
Less Than 6 Ft,1.0,1.3,80.0,27.0%,57.0,23.0
Less Than 10 Ft,1.1,1.5,75.0,32.4%,53.1,21.9
Greater Than 15 Ft,0.9,2.8,31.8,59.5%,38.3,-6.5
