BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,52,28.5,14.1,6.3,13.2,48.2,0.3,1.0,28.0,1.2,1.9,61.0,2.2,7.7,9.9,2.9,1.7,0.9,1.0,2.4,24,0,-2.1
Home,24,28.9,14.3,6.5,13.5,48.1,0.2,0.8,27.8,1.1,2.1,52.9,2.6,7.5,10.1,2.6,1.8,1.0,1.0,2.0,11,0,-2.9
Road,28,28.1,14.0,6.2,12.9,48.2,0.3,1.1,28.1,1.2,1.8,69.4,1.9,7.8,9.7,3.2,1.5,0.9,1.0,2.8,13,0,-1.4
Wins,19,28.2,15.1,6.7,13.4,50.4,0.4,0.8,46.7,1.3,2.2,57.1,2.3,7.5,9.8,2.9,1.5,0.7,1.2,2.4,11,0,7.2
Losses,33,28.6,13.6,6.1,13.1,46.9,0.2,1.1,20.0,1.1,1.8,63.8,2.1,7.8,9.9,2.9,1.8,1.1,0.8,2.5,13,0,-7.4
October,3,28.8,11.7,5.0,11.3,44.1,0.0,0.0,0.0,1.7,2.7,62.5,3.7,8.7,12.3,2.3,2.0,1.0,0.0,1.7,1,0,-7.7
November,15,27.4,12.1,5.6,12.9,43.3,0.2,0.7,30.0,0.7,1.5,47.8,2.9,8.6,11.5,2.4,1.2,0.7,0.9,2.3,8,0,0.5
December,13,27.9,14.4,6.2,12.9,48.2,0.4,1.2,33.3,1.5,2.2,69.0,1.5,7.1,8.5,3.0,1.5,0.9,1.1,2.5,6,0,-0.8
January,16,29.3,15.9,7.1,13.9,51.1,0.4,1.4,26.1,1.3,1.8,72.4,1.8,6.8,8.6,3.3,2.0,0.9,1.2,2.5,6,0,-3.7
February,5,30.5,15.2,7.2,13.2,54.5,0.0,0.4,0.0,0.8,2.2,36.4,2.4,9.0,11.4,3.4,2.4,1.8,0.8,2.8,3,0,-4.4
Pre All-Star,52,28.5,14.1,6.3,13.2,48.2,0.3,1.0,28.0,1.2,1.9,61.0,2.2,7.7,9.9,2.9,1.7,0.9,1.0,2.4,24,0,-2.1
Starters,32,28.7,14.0,6.3,12.9,49.3,0.2,0.7,26.1,1.2,2.0,57.8,2.4,7.9,10.3,2.9,1.7,1.0,0.8,2.3,14,0,-2.6
Bench,20,28.2,14.3,6.4,13.7,46.5,0.4,1.4,29.6,1.2,1.8,66.7,1.9,7.4,9.3,3.0,1.7,0.9,1.2,2.6,10,0,-1.2
0 Days Rest,9,28.3,10.9,4.9,11.4,42.7,0.3,1.1,30.0,0.8,1.4,53.8,1.3,8.4,9.8,3.0,2.4,1.2,0.4,2.8,4,0,-0.8
1 Days Rest,34,28.3,14.4,6.4,13.2,48.2,0.3,0.9,32.3,1.3,2.1,60.3,2.4,7.0,9.4,2.9,1.6,0.8,1.1,2.3,13,0,-3.1
2 Days Rest,6,28.2,15.5,7.3,13.5,54.3,0.2,0.8,20.0,0.7,0.8,80.0,2.0,10.2,12.2,2.7,1.3,1.0,0.8,2.5,4,0,1.2
3 Days Rest,1,29.5,18.0,9.0,18.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,1.0,1.0,2.0,4.0,1,0,-4.0
5 Days Rest,1,35.8,17.0,7.0,14.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,5.0,9.0,14.0,3.0,1.0,2.0,0.0,3.0,1,0,0.0
6+ Days Rest,1,30.7,21.0,9.0,19.0,47.4,0.0,2.0,0.0,3.0,5.0,60.0,4.0,6.0,10.0,4.0,1.0,2.0,3.0,2.0,1,0,1.0
