DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,8.3,47.6,100%,44.8,2.8
3 Pointers,1.0,2.8,35.9,33.3%,37.0,-1.0
2 Pointers,3.0,5.6,53.4,66.7%,49.5,3.9
Less Than 6 Ft,1.2,2.0,58.7,24.3%,60.1,-1.4
Less Than 10 Ft,1.8,3.2,58.1,37.9%,55.2,2.9
Greater Than 15 Ft,1.8,4.3,40.6,51.8%,38.3,2.3
