DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,5.1,39.9,100%,44.8,-4.9
3 Pointers,1.1,2.8,38.3,54.7%,34.5,3.7
2 Pointers,1.0,2.3,41.8,45.3%,50.7,-8.9
Less Than 6 Ft,0.6,1.1,58.1,20.9%,62.0,-3.9
Less Than 10 Ft,0.7,1.3,50.0,25.7%,56.8,-6.8
Greater Than 15 Ft,1.3,3.5,37.9,69.6%,35.2,2.6
