DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.7,8.1,46.3,100%,44.3,2.1
3 Pointers,1.0,2.9,34.9,35.6%,36.0,-1.1
2 Pointers,2.7,5.2,52.6,64.4%,48.8,3.8
Less Than 6 Ft,1.4,2.0,71.6,24.9%,61.1,10.5
Less Than 10 Ft,1.9,3.0,63.6,37.3%,55.2,8.4
Greater Than 15 Ft,1.7,4.5,37.2,55.4%,37.8,-0.5
