DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.2,11.4,45.6,100%,48.1,-2.5
3 Pointers,0.5,1.6,31.0,14.1%,35.7,-4.7
2 Pointers,4.7,9.8,48.0,85.9%,51.7,-3.7
Less Than 6 Ft,2.8,5.5,51.0,48.5%,61.5,-10.4
Less Than 10 Ft,3.6,7.3,49.1,63.8%,56.7,-7.6
Greater Than 15 Ft,1.4,3.5,38.9,30.3%,38.1,0.8
