BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,36,11.9,5.7,2.2,3.7,59.8,0.0,0.1,50.0,1.3,1.4,90.2,0.7,1.6,2.3,0.5,0.7,0.2,0.2,0.9,0,0,-2.4
Home,20,12.1,5.5,2.2,3.6,59.7,0.1,0.1,100,1.2,1.3,88.5,0.8,1.6,2.4,0.6,0.7,0.3,0.2,1.0,0,0,-0.9
Road,16,11.8,5.9,2.3,3.8,60.0,0.0,0.1,0.0,1.4,1.6,92.0,0.6,1.6,2.3,0.5,0.6,0.1,0.3,0.9,0,0,-4.2
Wins,20,10.4,4.8,1.9,3.4,56.7,0.0,0.0,0.0,1.0,1.1,95.2,0.7,1.4,2.0,0.4,0.5,0.2,0.3,0.8,0,0,-1.8
Losses,16,13.9,6.8,2.6,4.1,63.1,0.1,0.1,50.0,1.6,1.9,86.7,0.8,1.9,2.8,0.8,0.9,0.3,0.2,1.1,0,0,-3.1
October,1,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-7.0
November,10,9.9,4.1,1.7,3.2,53.1,0.1,0.1,100,0.6,0.6,100,0.5,1.1,1.6,0.4,0.3,0.1,0.2,0.8,0,0,-5.1
December,10,13.8,6.8,2.5,4.0,62.5,0.0,0.1,0.0,1.8,2.0,90.0,1.0,2.1,3.1,0.9,0.8,0.2,0.3,1.0,0,0,-2.5
January,11,14.0,6.8,2.5,4.3,59.6,0.0,0.0,0.0,1.7,2.0,86.4,1.0,2.1,3.1,0.5,1.1,0.4,0.2,1.1,0,0,0.2
February,4,9.2,5.3,2.3,3.3,69.2,0.0,0.0,0.0,0.8,0.8,100,0.0,0.8,0.8,0.0,0.3,0.0,0.3,0.8,0,0,-1.0
Pre All-Star,36,11.9,5.7,2.2,3.7,59.8,0.0,0.1,50.0,1.3,1.4,90.2,0.7,1.6,2.3,0.5,0.7,0.2,0.2,0.9,0,0,-2.4
Bench,36,11.9,5.7,2.2,3.7,59.8,0.0,0.1,50.0,1.3,1.4,90.2,0.7,1.6,2.3,0.5,0.7,0.2,0.2,0.9,0,0,-2.4
0 Days Rest,5,15.9,8.8,2.6,4.2,61.9,0.0,0.2,0.0,3.6,3.8,94.7,1.0,2.4,3.4,0.4,0.6,0.0,0.4,1.2,0,0,0.0
1 Days Rest,14,13.6,6.1,2.4,3.9,60.0,0.0,0.0,0.0,1.4,1.6,90.9,0.6,2.0,2.6,0.3,0.8,0.2,0.3,1.1,0,0,-4.4
2 Days Rest,7,9.9,3.7,1.7,3.0,57.1,0.1,0.1,100,0.1,0.3,50.0,0.9,1.3,2.1,0.9,0.7,0.3,0.0,0.9,0,0,-1.4
3 Days Rest,6,9.6,5.8,2.5,4.2,60.0,0.0,0.0,0.0,0.8,1.0,83.3,0.7,1.0,1.7,0.5,0.5,0.3,0.0,0.2,0,0,-1.3
4 Days Rest,1,8.9,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,-6.0
6+ Days Rest,3,8.2,2.7,1.0,1.7,60.0,0.0,0.0,0.0,0.7,0.7,100,0.7,0.7,1.3,1.0,0.7,0.0,0.3,1.0,0,0,0.0
