DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.8,7.8,49.2,100%,44.2,5.0
3 Pointers,1.2,2.9,41.5,37.6%,36.3,5.2
2 Pointers,2.6,4.9,53.8,62.4%,48.5,5.3
Less Than 6 Ft,1.3,2.0,66.2,26.0%,60.5,5.7
Less Than 10 Ft,1.5,2.7,56.3,34.8%,54.8,1.5
Greater Than 15 Ft,2.0,4.6,43.5,58.8%,37.9,5.6
