DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.1,9.4,43.8,100%,45.5,-1.8
3 Pointers,1.1,3.1,34.5,33.6%,36.4,-1.9
2 Pointers,3.0,6.2,48.4,66.4%,50.0,-1.6
Less Than 6 Ft,1.8,2.8,63.8,29.4%,61.5,2.3
Less Than 10 Ft,2.3,4.0,58.8,42.1%,56.3,2.5
Greater Than 15 Ft,1.6,4.8,33.3,50.7%,37.0,-3.6
