DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.5,5.2,49.3,100%,43.6,5.6
3 Pointers,0.7,1.7,42.2,33.6%,36.4,5.8
2 Pointers,1.8,3.4,52.8,66.4%,47.3,5.5
Less Than 6 Ft,0.7,0.8,77.3,16.4%,58.7,18.5
Less Than 10 Ft,1.1,1.4,78.4,27.6%,53.3,25.0
Greater Than 15 Ft,1.1,3.1,36.6,61.2%,37.0,-0.4
