DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,9.0,44.9,100%,44.9,0.0
3 Pointers,1.3,3.3,40.0,37.2%,35.5,4.5
2 Pointers,2.7,5.6,47.8,62.8%,49.5,-1.7
Less Than 6 Ft,1.2,1.8,69.8,19.5%,61.1,8.7
Less Than 10 Ft,1.7,2.6,66.7,28.8%,56.1,10.5
Greater Than 15 Ft,1.9,5.2,37.2,58.2%,37.3,-0.1
