BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,54,28.1,11.1,4.4,8.2,53.2,0.0,0.1,0.0,2.4,4.1,56.7,2.2,5.8,8.0,4.0,1.6,0.9,1.2,2.8,14,0,0.4
Home,26,28.3,10.8,4.5,7.9,56.8,0.0,0.1,0.0,1.8,3.7,48.5,2.4,6.0,8.4,4.0,1.6,0.8,1.1,2.6,7,0,2.5
Road,28,27.9,11.3,4.2,8.4,50.0,0.0,0.1,0.0,2.9,4.5,63.0,2.0,5.6,7.6,3.9,1.7,1.0,1.2,2.9,7,0,-1.7
Wins,23,27.9,11.5,4.6,7.7,59.7,0.0,0.0,0.0,2.4,4.1,57.9,1.8,6.3,8.1,3.7,1.6,1.1,0.8,3.0,6,0,10.0
Losses,31,28.2,10.7,4.2,8.6,48.9,0.0,0.1,0.0,2.3,4.2,55.8,2.5,5.4,7.9,4.2,1.6,0.8,1.4,2.5,8,0,-6.8
October,3,25.8,10.7,4.3,7.0,61.9,0.0,0.0,0.0,2.0,4.0,50.0,0.7,3.0,3.7,3.3,1.3,0.3,1.0,4.3,0,0,-2.7
November,17,27.4,9.9,4.3,7.9,54.5,0.0,0.1,0.0,1.4,2.7,50.0,2.3,5.4,7.6,5.1,1.6,0.8,0.9,2.4,2,0,1.2
December,15,27.6,12.1,4.6,8.2,56.1,0.0,0.1,0.0,2.9,5.0,57.3,1.7,6.3,8.1,3.5,1.6,1.0,1.2,2.8,4,0,-2.7
January,15,29.4,11.5,4.4,9.2,47.8,0.0,0.1,0.0,2.7,4.7,57.1,2.6,6.5,9.1,3.8,1.6,1.3,1.5,2.7,7,0,3.2
February,4,29.2,10.8,3.5,6.5,53.8,0.0,0.0,0.0,3.8,5.3,71.4,3.5,5.3,8.8,2.3,2.0,0.5,1.0,3.3,1,0,-0.3
Pre All-Star,54,28.1,11.1,4.4,8.2,53.2,0.0,0.1,0.0,2.4,4.1,56.7,2.2,5.8,8.0,4.0,1.6,0.9,1.2,2.8,14,0,0.4
Starters,54,28.1,11.1,4.4,8.2,53.2,0.0,0.1,0.0,2.4,4.1,56.7,2.2,5.8,8.0,4.0,1.6,0.9,1.2,2.8,14,0,0.4
0 Days Rest,10,27.0,10.1,4.2,8.6,48.8,0.0,0.1,0.0,1.7,3.9,43.6,1.7,5.8,7.5,4.5,2.0,0.7,1.0,2.5,2,0,-3.3
1 Days Rest,33,28.0,11.0,4.2,7.5,55.0,0.0,0.0,0.0,2.7,4.5,58.7,2.2,5.6,7.8,3.8,1.7,0.9,1.2,2.7,7,0,0.9
2 Days Rest,9,30.3,12.6,5.2,9.8,53.4,0.0,0.4,0.0,2.1,3.2,65.5,3.1,6.3,9.4,4.6,1.3,1.1,1.2,3.1,4,0,0.6
3 Days Rest,2,24.4,10.5,4.5,9.5,47.4,0.0,0.0,0.0,1.5,3.0,50.0,1.0,6.0,7.0,2.0,0.5,1.0,0.5,3.0,1,0,8.5
