DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.9,3.5,55.1,100%,42.8,12.3
3 Pointers,0.3,0.9,30.8,26.5%,29.0,1.8
2 Pointers,1.6,2.6,63.9,73.5%,47.0,16.9
Less Than 6 Ft,1.0,1.6,63.6,44.9%,58.6,5.0
Less Than 10 Ft,1.1,1.9,59.3,55.1%,54.0,5.3
Greater Than 15 Ft,0.8,1.5,52.4,42.9%,33.3,19.1
