DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.5,4.8,51.6,100%,47.9,3.7
3 Pointers,0.3,0.9,35.9,18.3%,36.1,-0.2
2 Pointers,2.2,4.0,55.2,81.7%,51.7,3.5
Less Than 6 Ft,1.6,2.4,65.4,50.2%,61.8,3.6
Less Than 10 Ft,1.9,3.0,62.7,62.9%,57.0,5.7
Greater Than 15 Ft,0.5,1.5,34.3,31.5%,37.2,-2.8
