DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.4,3.0,47.6,100%,43.8,3.9
3 Pointers,0.4,1.0,38.1,33.3%,33.4,4.7
2 Pointers,1.1,2.0,52.4,66.7%,48.8,3.5
Less Than 6 Ft,0.7,0.9,77.8,28.6%,60.6,17.2
Less Than 10 Ft,0.9,1.4,62.1,46.0%,53.2,8.8
Greater Than 15 Ft,0.6,1.4,41.4,46.0%,35.2,6.2
