DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.1,8.8,46.6,100%,44.9,1.7
3 Pointers,1.5,3.9,37.6,44.6%,35.5,2.0
2 Pointers,2.6,4.9,53.9,55.4%,50.3,3.6
Less Than 6 Ft,1.8,2.5,71.5,27.8%,61.1,10.4
Less Than 10 Ft,2.1,3.2,65.8,36.4%,56.0,9.8
Greater Than 15 Ft,1.8,5.2,35.2,59.0%,36.8,-1.5
