BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,50,30.8,10.1,3.4,9.3,36.7,1.2,4.0,31.0,2.1,2.7,77.4,1.0,2.9,3.9,4.6,2.0,1.6,0.4,2.3,1,0,3.2
Home,26,30.1,9.6,3.2,9.1,34.6,1.3,4.0,34.0,2.0,2.3,83.6,1.2,2.7,3.8,5.2,2.2,1.4,0.5,1.8,1,0,4.1
Road,24,31.5,10.7,3.7,9.5,38.9,1.1,4.0,27.8,2.2,3.0,72.2,0.8,3.1,3.9,4.0,1.8,1.8,0.3,2.7,0,0,2.2
Wins,32,30.4,9.1,2.9,8.4,34.9,1.1,3.5,30.6,2.2,2.8,76.7,0.9,3.2,4.1,5.0,2.1,1.6,0.4,2.0,1,0,7.6
Losses,18,31.5,12.0,4.3,10.9,39.1,1.6,4.9,31.5,1.9,2.4,79.1,1.2,2.3,3.5,3.9,1.7,1.6,0.3,2.7,0,0,-4.8
November,15,31.1,10.1,3.7,10.6,35.2,1.5,5.1,28.9,1.2,2.1,58.1,1.1,3.3,4.3,4.2,1.8,1.3,0.4,2.3,1,0,0.6
December,16,28.7,8.9,2.9,7.8,36.8,0.9,3.3,26.9,2.3,2.8,82.2,0.8,2.8,3.6,4.4,1.9,1.3,0.3,2.4,0,0,4.1
January,14,32.3,10.9,3.3,9.4,34.8,1.3,3.5,36.7,3.0,3.4,87.5,1.1,2.5,3.6,5.4,2.3,1.9,0.6,2.1,0,0,5.1
February,5,32.3,12.0,4.6,10.0,46.0,1.6,4.6,34.8,1.2,1.8,66.7,1.0,3.0,4.0,4.4,2.0,2.6,0.0,2.4,0,0,2.6
Pre All-Star,50,30.8,10.1,3.4,9.3,36.7,1.2,4.0,31.0,2.1,2.7,77.4,1.0,2.9,3.9,4.6,2.0,1.6,0.4,2.3,1,0,3.2
Starters,18,34.2,11.7,4.2,10.7,39.1,1.2,4.2,29.3,2.2,2.7,79.6,1.2,2.9,4.1,4.4,1.8,2.4,0.3,2.3,1,0,3.7
Bench,32,28.8,9.3,3.0,8.6,35.0,1.3,3.9,32.0,2.0,2.6,76.2,0.9,2.8,3.7,4.7,2.1,1.1,0.5,2.3,0,0,2.9
0 Days Rest,11,32.2,10.0,3.5,8.8,39.2,0.9,3.4,27.0,2.2,2.7,80.0,1.0,3.0,4.0,3.8,1.5,1.4,0.5,2.4,0,0,3.7
1 Days Rest,27,29.4,9.4,3.1,9.0,34.7,1.3,4.0,33.0,1.8,2.3,77.8,1.1,2.9,4.0,5.3,1.8,1.6,0.3,2.0,1,0,6.1
2 Days Rest,10,32.9,12.8,4.4,11.4,38.6,1.4,4.7,29.8,2.6,3.4,76.5,0.8,2.8,3.6,3.9,2.4,1.9,0.4,2.8,0,0,-5.0
3 Days Rest,1,27.9,9.0,3.0,5.0,60.0,1.0,1.0,100,2.0,2.0,100,1.0,0.0,1.0,3.0,3.0,1.0,0.0,3.0,0,0,-3.0
6+ Days Rest,1,33.6,7.0,2.0,8.0,25.0,1.0,6.0,16.7,2.0,4.0,50.0,0.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,0,0,5.0
