BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,53,16.6,10.0,3.3,7.3,45.1,1.4,3.6,40.2,2.0,2.3,87.7,1.2,3.5,4.7,0.9,0.7,0.3,0.5,2.9,3,0,0.5
Home,25,17.0,10.5,3.5,7.5,46.8,1.5,3.8,40.0,2.0,2.3,86.0,1.2,3.8,4.9,1.2,0.8,0.4,0.6,3.0,2,0,2.4
Road,28,16.3,9.6,3.1,7.1,43.4,1.4,3.4,40.4,2.1,2.3,89.2,1.2,3.3,4.5,0.6,0.6,0.3,0.4,2.8,1,0,-1.1
Wins,32,16.2,9.9,3.2,7.1,45.6,1.3,3.4,38.9,2.1,2.4,87.2,1.3,3.8,5.1,0.9,0.7,0.3,0.5,3.2,3,0,2.6
Losses,21,17.2,10.2,3.4,7.6,44.4,1.6,3.9,42.0,1.9,2.1,88.6,1.0,3.1,4.1,0.8,0.8,0.4,0.4,2.4,0,0,-2.6
October,3,15.2,9.0,2.3,7.3,31.8,1.0,4.0,25.0,3.3,4.3,76.9,1.3,2.3,3.7,0.0,0.7,0.7,0.3,3.0,0,0,9.3
November,16,15.7,8.5,2.8,6.7,42.1,0.9,2.9,30.4,2.0,2.4,84.2,1.1,3.8,4.9,0.8,0.6,0.4,0.6,2.6,1,0,-0.5
December,17,17.4,11.4,4.0,7.9,50.4,1.7,3.7,46.0,1.7,1.9,90.6,1.4,3.7,5.1,0.9,0.7,0.2,0.5,3.2,1,0,-0.2
January,12,17.0,10.5,3.4,7.3,46.6,1.8,4.0,45.8,1.8,2.0,91.7,0.8,3.4,4.3,1.2,1.0,0.3,0.6,3.2,1,0,1.8
February,5,16.9,9.6,2.6,6.8,38.2,1.6,4.0,40.0,2.8,3.0,93.3,1.4,3.2,4.6,1.0,0.2,0.6,0.2,2.0,0,0,-1.8
Pre All-Star,53,16.6,10.0,3.3,7.3,45.1,1.4,3.6,40.2,2.0,2.3,87.7,1.2,3.5,4.7,0.9,0.7,0.3,0.5,2.9,3,0,0.5
Starters,1,27.9,18.0,7.0,10.0,70.0,2.0,4.0,50.0,2.0,2.0,100,0.0,3.0,3.0,2.0,1.0,1.0,0.0,4.0,0,0,-7.0
Bench,52,16.4,9.9,3.2,7.2,44.4,1.4,3.6,40.0,2.0,2.3,87.5,1.2,3.5,4.8,0.8,0.7,0.3,0.5,2.9,3,0,0.7
0 Days Rest,11,16.5,11.2,3.5,7.2,49.4,1.9,4.0,47.7,2.2,2.5,88.9,1.5,2.6,4.1,0.8,0.7,0.5,0.2,2.5,0,0,-2.5
1 Days Rest,32,16.2,9.5,3.2,7.2,43.7,1.2,3.3,35.8,2.0,2.2,91.4,1.2,3.7,4.8,0.9,0.7,0.3,0.6,3.1,2,0,0.7
2 Days Rest,7,17.8,10.7,3.7,7.9,47.3,1.9,4.4,41.9,1.4,2.0,71.4,0.9,4.7,5.6,1.0,0.9,0.3,0.6,2.6,1,0,5.4
3 Days Rest,2,20.3,7.0,2.0,6.5,30.8,1.0,2.5,40.0,2.0,2.0,100,1.0,4.0,5.0,1.0,0.0,0.0,1.0,2.5,0,0,-11.5
6+ Days Rest,1,15.6,15.0,4.0,8.0,50.0,2.0,3.0,66.7,5.0,7.0,71.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0,20.0
