DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.9,4.5,42.9,100%,43.6,-0.8
3 Pointers,0.4,1.4,27.6,31.9%,36.6,-9.0
2 Pointers,1.6,3.1,50.0,68.1%,46.9,3.1
Less Than 6 Ft,0.6,0.9,61.1,19.8%,57.0,4.1
Less Than 10 Ft,0.8,1.6,51.5,36.3%,52.2,-0.7
Greater Than 15 Ft,0.9,2.4,38.3,51.6%,37.2,1.1
